path,act.lumi(fb-1),eff.lumi(fb-1),first_run,last_run,menu_version,dataset,year
HLT_RsqMR300_Rsq0p09_MR200_v,36.75,36.75,299368,306460,v2.0,HTMHT,2017
HLT_RsqMR320_Rsq0p09_MR200_4jet_v,36.75,36.75,299368,306460,v2.0,HTMHT,2017
HLT_RsqMR320_Rsq0p09_MR200_v,36.75,36.75,299368,306460,v2.0,HTMHT,2017
HLT_HcalNZS_v,41.54,36.85,297050,306460,v1.1,HcalNZS,2017
HLT_HcalPhiSym_v,41.54,41.54,297050,306460,v1.1,HcalNZS,2017
HLT_HcalIsolatedbunch_v,37.41,35.87,298996,306460,v1.2,IsolatedBunch,2017
HLT_AK8PFHT750_TrimMass50_v,31.22,30.96,299368,306460,v2.0,JetHT,2017
HLT_AK8PFHT800_TrimMass50_v,36.75,36.49,299368,306460,v2.0,JetHT,2017
HLT_AK8PFHT850_TrimMass50_v,36.75,36.49,299368,306460,v2.0,JetHT,2017
HLT_AK8PFHT900_TrimMass50_v,36.75,36.49,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJet140_v,41.54,0.0264,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet200_v,41.54,0.19,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet260_v,41.54,0.46,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet320_v,41.54,1.22,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet360_TrimMass30_v,28.3,28.3,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJet380_TrimMass30_v,31.22,31.22,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJet400_TrimMass30_v,36.75,36.75,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJet400_v,41.54,7.68,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet40_v,41.54,0.0,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet420_TrimMass30_v,36.75,36.75,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJet450_v,41.54,9.66,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet500_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet550_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet60_v,41.54,0.0004,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJet80_v,41.54,0.0024,297050,306460,v1.1,JetHT,2017
HLT_AK8PFJetFwd140_v,36.75,0.0504,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd200_v,36.75,0.55,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd260_v,36.75,3.83,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd320_v,36.75,18.51,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd400_v,36.75,36.75,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd40_v,36.75,0.0,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd450_v,36.75,27.14,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd500_v,17.35,7.74,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd60_v,36.75,0.0003,299368,306460,v2.0,JetHT,2017
HLT_AK8PFJetFwd80_v,36.75,0.0023,299368,306460,v2.0,JetHT,2017
HLT_CaloJet500_NoJetID_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_CaloJet550_NoJetID_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_DiPFJetAve100_HFJEC_v,27.13,0.0357,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve140_v,27.13,0.0198,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve160_HFJEC_v,27.13,0.2,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve200_v,27.13,0.0877,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve220_HFJEC_v,27.13,4.32,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve260_v,27.13,0.29,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve300_HFJEC_v,27.13,27.13,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve320_v,27.13,0.77,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve400_v,27.13,2.16,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve40_v,27.13,0.0001,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve500_v,27.13,6.78,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve60_HFJEC_v,27.13,0.0019,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve60_v,27.13,0.0006,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve80_HFJEC_v,27.13,0.0134,302026,306460,v3.0,JetHT,2017
HLT_DiPFJetAve80_v,27.13,0.0018,302026,306460,v3.0,JetHT,2017
HLT_PFHT1050_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_PFHT180_v,41.54,0.0102,297050,306460,v1.1,JetHT,2017
HLT_PFHT250_v,41.54,0.0147,297050,306460,v1.1,JetHT,2017
HLT_PFHT350MinPFJet15_v,36.75,0.0173,299368,306460,v2.0,JetHT,2017
HLT_PFHT350_v,41.54,0.17,297050,306460,v1.1,JetHT,2017
HLT_PFHT370_v,41.54,0.0471,297050,306460,v1.1,JetHT,2017
HLT_PFHT380_SixJet32_DoubleBTagCSV_p075_v,4.79,4.79,297050,299329,v1.1,JetHT,2017
HLT_PFHT380_SixPFJet32_DoublePFBTagCSV_2p2_v,36.75,36.75,299368,306460,v2.0,JetHT,2017
HLT_PFHT380_SixPFJet32_DoublePFBTagDeepCSV_2p2_v,27.13,27.13,302026,306460,v3.0,JetHT,2017
HLT_PFHT380_SixPFJet32_v,36.75,1.9,299368,306460,v2.0,JetHT,2017
HLT_PFHT430_SixJet40_BTagCSV_p080_v,4.79,4.79,297050,299329,v1.1,JetHT,2017
HLT_PFHT430_SixPFJet40_PFBTagCSV_1p5_v,36.75,32.13,299368,306460,v2.0,JetHT,2017
HLT_PFHT430_SixPFJet40_v,36.75,3.53,299368,306460,v2.0,JetHT,2017
HLT_PFHT430_v,41.54,0.13,297050,306460,v1.1,JetHT,2017
HLT_PFHT510_v,41.54,0.22,297050,306460,v1.1,JetHT,2017
HLT_PFHT590_v,41.54,0.44,297050,306460,v1.1,JetHT,2017
HLT_PFHT680_v,41.54,0.78,297050,306460,v1.1,JetHT,2017
HLT_PFHT780_v,41.54,1.45,297050,306460,v1.1,JetHT,2017
HLT_PFHT890_v,41.54,2.79,297050,306460,v1.1,JetHT,2017
HLT_PFJet140_v,41.54,0.0397,297050,306460,v1.1,JetHT,2017
HLT_PFJet200_v,41.54,0.22,297050,306460,v1.1,JetHT,2017
HLT_PFJet260_v,41.54,0.55,297050,306460,v1.1,JetHT,2017
HLT_PFJet320_v,41.54,1.4,297050,306460,v1.1,JetHT,2017
HLT_PFJet400_v,41.54,4.21,297050,306460,v1.1,JetHT,2017
HLT_PFJet40_v,41.54,0.0003,297050,306460,v1.1,JetHT,2017
HLT_PFJet450_v,41.54,10.45,297050,306460,v1.1,JetHT,2017
HLT_PFJet500_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_PFJet550_v,41.54,41.54,297050,306460,v1.1,JetHT,2017
HLT_PFJet60_v,41.54,0.001,297050,306460,v1.1,JetHT,2017
HLT_PFJet80_v,41.54,0.0042,297050,306460,v1.1,JetHT,2017
HLT_PFJetFwd140_v,36.75,0.0809,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd200_v,36.75,0.84,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd260_v,36.75,5.34,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd320_v,36.75,24.38,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd400_v,36.75,36.75,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd40_v,36.75,0.0001,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd450_v,17.35,7.74,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd500_v,17.35,7.74,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd60_v,36.75,0.0018,299368,306460,v2.0,JetHT,2017
HLT_PFJetFwd80_v,36.75,0.0054,299368,306460,v2.0,JetHT,2017
HLT_QuadPFJet103_88_75_15_v,7.73,0.0193,305405,306460,v4.0,JetHT,2017
HLT_QuadPFJet105_88_76_15_v,7.73,0.0199,305405,306460,v4.0,JetHT,2017
HLT_QuadPFJet111_90_80_15_v,7.73,0.0246,305405,306460,v4.0,JetHT,2017
HLT_QuadPFJet98_83_71_15_v,7.73,0.012,305405,306460,v4.0,JetHT,2017
HLT_CaloMET100_HBHECleaned_v,36.75,0.32,299368,306460,v2.0,MET,2017
HLT_CaloMET100_NotCleaned_v,36.75,0.18,299368,306460,v2.0,MET,2017
HLT_CaloMET110_NotCleaned_v,36.75,0.25,299368,306460,v2.0,MET,2017
HLT_CaloMET250_HBHECleaned_v,36.75,9.48,299368,306460,v2.0,MET,2017
HLT_CaloMET250_NotCleaned_v,36.75,3.11,299368,306460,v2.0,MET,2017
HLT_CaloMET300_HBHECleaned_v,36.75,19.58,299368,306460,v2.0,MET,2017
HLT_CaloMET350_HBHECleaned_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_CaloMET70_HBHECleaned_v,36.75,0.1,299368,306460,v2.0,MET,2017
HLT_CaloMET80_HBHECleaned_v,36.75,0.14,299368,306460,v2.0,MET,2017
HLT_CaloMET80_NotCleaned_v,36.75,0.0915,299368,306460,v2.0,MET,2017
HLT_CaloMET90_HBHECleaned_v,36.75,0.21,299368,306460,v2.0,MET,2017
HLT_CaloMET90_NotCleaned_v,36.75,0.13,299368,306460,v2.0,MET,2017
HLT_CaloMHT90_v,36.75,0.0939,299368,306460,v2.0,MET,2017
HLT_DiJet110_35_Mjj650_PFMET110_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_DiJet110_35_Mjj650_PFMET120_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_DiJet110_35_Mjj650_PFMET130_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_L1ETMHadSeeds_v,36.75,0.0194,299368,306460,v2.0,MET,2017
HLT_MET105_IsoTrk50_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_MET120_IsoTrk50_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight_v,41.54,3.05,297050,306460,v1.1,MET,2017
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight_v,41.54,41.54,297050,306460,v1.1,MET,2017
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET100_PFMHT100_IDTight_CaloBTagCSV_3p1_v,28.3,28.3,299368,306460,v2.0,MET,2017
HLT_PFMET100_PFMHT100_IDTight_PFHT60_v,3.83,3.83,305406,306460,v4.0,MET,2017
HLT_PFMET110_PFMHT110_IDTight_CaloBTagCSV_3p1_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET110_PFMHT110_IDTight_v,41.54,5.12,297050,306460,v1.1,MET,2017
HLT_PFMET120_PFMHT120_IDTight_CaloBTagCSV_3p1_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET120_PFMHT120_IDTight_HFCleaned_v,8.36,8.36,300087,302019,v2.1,MET,2017
HLT_PFMET120_PFMHT120_IDTight_PFHT60_HFCleaned_v,8.36,8.36,300087,302019,v2.1,MET,2017
HLT_PFMET120_PFMHT120_IDTight_PFHT60_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET120_PFMHT120_IDTight_v,40.67,40.67,297050,306460,v1.1,MET,2017
HLT_PFMET130_PFMHT130_IDTight_CaloBTagCSV_3p1_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET130_PFMHT130_IDTight_v,40.67,40.67,297050,306460,v1.1,MET,2017
HLT_PFMET140_PFMHT140_IDTight_CaloBTagCSV_3p1_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET140_PFMHT140_IDTight_v,41.54,41.54,297050,306460,v1.1,MET,2017
HLT_PFMET200_HBHECleaned_v,36.75,4.05,299368,306460,v2.0,MET,2017
HLT_PFMET200_HBHE_BeamHaloCleaned_v,36.75,16.6,299368,306460,v2.0,MET,2017
HLT_PFMET200_NotCleaned_v,36.75,1.57,299368,306460,v2.0,MET,2017
HLT_PFMET250_HBHECleaned_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMET300_HBHECleaned_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_PFHT60_v,3.83,3.83,305406,306460,v4.0,MET,2017
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_v,41.54,0.99,297050,306460,v1.1,MET,2017
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_HFCleaned_v,8.36,8.36,300087,302019,v2.1,MET,2017
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v,40.67,40.67,297050,306460,v1.1,MET,2017
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_v,35.88,35.88,299368,306460,v2.0,MET,2017
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMETTypeOne100_PFMHT100_IDTight_PFHT60_v,3.83,3.83,305406,306460,v4.0,MET,2017
HLT_PFMETTypeOne110_PFMHT110_IDTight_v,41.54,5.13,297050,306460,v1.1,MET,2017
HLT_PFMETTypeOne120_PFMHT120_IDTight_HFCleaned_v,8.36,8.36,300087,302019,v2.1,MET,2017
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_PFMETTypeOne120_PFMHT120_IDTight_v,40.67,40.67,297050,306460,v1.1,MET,2017
HLT_PFMETTypeOne130_PFMHT130_IDTight_v,40.67,40.67,297050,306460,v1.1,MET,2017
HLT_PFMETTypeOne140_PFMHT140_IDTight_v,41.54,41.54,297050,306460,v1.1,MET,2017
HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_TripleJet110_35_35_Mjj650_PFMET110_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_TripleJet110_35_35_Mjj650_PFMET120_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_TripleJet110_35_35_Mjj650_PFMET130_v,36.75,36.75,299368,306460,v2.0,MET,2017
HLT_Dimuon0_Upsilon_L1_4p5NoOS_v,36.75,0.67,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_L1_4p5_v,36.75,0.95,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_L1_4p5er2p0M_v,36.75,0.92,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_L1_4p5er2p0_v,36.75,1.19,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_L1_5M_v,36.75,1.02,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_L1_5_v,36.75,0.0348,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_Muon_L1_TM0_v,36.75,0.0,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_Muon_NoL1Mass_v,36.75,5.46,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon0_Upsilon_NoVertexing_v,36.75,0.44,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon10_Upsilon_Barrel_Seagulls_v,36.75,36.75,299368,306460,v2.0,MuOnia,2017
HLT_Dimuon12_Upsilon_eta1p5_v,41.54,41.54,297050,306460,v1.1,MuOnia,2017
HLT_Dimuon14_Phi_Barrel_Seagulls_v,41.54,41.54,297050,306460,v1.1,MuOnia,2017
HLT_Dimuon24_Phi_noCorrL1_v,27.13,27.13,302026,306460,v3.0,MuOnia,2017
HLT_Dimuon24_Upsilon_noCorrL1_v,27.13,27.13,302026,306460,v3.0,MuOnia,2017
HLT_DoubleMu3_DoubleEle7p5_CaloIdL_TrackIdL_Upsilon_v,3.67,3.67,306029,306460,v4.1,MuOnia,2017
HLT_DoubleMu5_Upsilon_DoubleEle3_CaloIdL_TrackIdL_v,3.67,3.67,306029,306460,v4.1,MuOnia,2017
HLT_Mu20_TkMu0_Phi_v,41.54,36.06,297050,306460,v1.1,MuOnia,2017
HLT_Mu25_TkMu0_Onia_v,36.75,33.66,299368,306460,v2.0,MuOnia,2017
HLT_Mu25_TkMu0_Phi_v,36.75,36.75,299368,306460,v2.0,MuOnia,2017
HLT_Mu30_TkMu0_Onia_v,41.54,41.54,297050,306460,v1.1,MuOnia,2017
HLT_Mu7p5_L2Mu2_Upsilon_v,36.75,0.17,299368,306460,v2.0,MuOnia,2017
HLT_Mu7p5_Track2_Upsilon_v,41.54,0.0688,297050,306460,v1.1,MuOnia,2017
HLT_Mu7p5_Track3p5_Upsilon_v,41.54,0.12,297050,306460,v1.1,MuOnia,2017
HLT_Mu7p5_Track7_Upsilon_v,41.54,0.15,297050,306460,v1.1,MuOnia,2017
HLT_Trimuon2_Upsilon5_Muon_v,4.79,4.79,297050,299329,v1.1,MuOnia,2017
HLT_Trimuon5_3p5_2_Upsilon_Muon_v,36.75,36.38,299368,306460,v2.0,MuOnia,2017
HLT_TrimuonOpen_5_3p5_2_Upsilon_Muon_v,3.67,3.67,306029,306460,v4.1,MuOnia,2017
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_DZ_v,41.54,41.54,297050,306460,v1.1,MuonEG,2017
HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v,41.54,38.41,297050,306460,v1.1,MuonEG,2017
HLT_DoubleMu20_7_Mass0to30_L1_DM4EG_v,41.54,14.01,297050,306460,v1.1,MuonEG,2017
HLT_DoubleMu20_7_Mass0to30_L1_DM4_v,36.75,0.3,299368,306460,v2.0,MuonEG,2017
HLT_Mu12_DoublePhoton20_v,27.13,27.13,302026,306460,v3.0,MuonEG,2017
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,41.54,41.54,297050,306460,v1.1,MuonEG,2017
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,36.75,3.86,299368,306460,v2.0,MuonEG,2017
HLT_Mu17_Photon30_IsoCaloId_v,27.13,27.13,302026,306460,v3.0,MuonEG,2017
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v,41.54,41.54,297050,306460,v1.1,MuonEG,2017
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v,36.75,36.75,299368,306460,v2.0,MuonEG,2017
HLT_Mu27_Ele37_CaloIdL_MW_v,27.13,27.13,302026,306460,v3.0,MuonEG,2017
HLT_Mu37_Ele27_CaloIdL_MW_v,27.13,27.13,302026,306460,v3.0,MuonEG,2017
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL_v,36.75,36.75,299368,306460,v2.0,MuonEG,2017
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL_v,36.75,36.75,299368,306460,v2.0,MuonEG,2017
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ_v,41.54,41.54,297050,306460,v1.1,MuonEG,2017
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_v,41.54,41.54,297050,306460,v1.1,MuonEG,2017
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ_v,36.75,36.75,299368,306460,v2.0,MuonEG,2017
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_v,36.75,16.55,299368,306460,v2.0,MuonEG,2017
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v,41.54,41.54,297050,306460,v1.1,MuonEG,2017
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v,36.75,3.36,299368,306460,v2.0,MuonEG,2017
HLT_L2Mu10_NoVertex_NoBPTX3BX_v,41.54,0.22,297050,306460,v1.1,NoBPTX,2017
HLT_L2Mu10_NoVertex_NoBPTX_v,41.54,0.0238,297050,306460,v1.1,NoBPTX,2017
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_v,41.54,38.54,297050,306460,v1.1,NoBPTX,2017
HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX_v,41.54,38.54,297050,306460,v1.1,NoBPTX,2017
HLT_UncorrectedJetE30_NoBPTX3BX_v,41.54,0.0,297050,306460,v1.1,NoBPTX,2017
HLT_UncorrectedJetE30_NoBPTX_v,41.54,0.0314,297050,306460,v1.1,NoBPTX,2017
HLT_UncorrectedJetE60_NoBPTX3BX_v,41.54,41.54,297050,306460,v1.1,NoBPTX,2017
HLT_UncorrectedJetE70_NoBPTX3BX_v,41.54,41.54,297050,306460,v1.1,NoBPTX,2017
HLT_DoubleEle24_eta2p1_WPTight_Gsf_v,36.75,36.75,299368,306460,v2.0,NotFound,2017
HLT_DoubleIsoMu20_eta2p1_v,36.75,36.75,299368,306460,v2.0,NotFound,2017
HLT_DoubleIsoMu24_eta2p1_v,36.75,36.75,299368,306460,v2.0,NotFound,2017
HLT_EcalCalibration_v,41.54,41.54,297050,306460,v1.1,NotFound,2017
HLT_HT300_Beamspot_v,41.54,3.36,297050,306460,v1.1,NotFound,2017
HLT_HT450_Beamspot_v,4.79,2.14,297050,299329,v1.1,NotFound,2017
HLT_HcalCalibration_v,41.54,41.54,297050,306460,v1.1,NotFound,2017
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_CrossL1_v,30.55,30.55,301046,306460,v2.2,NotFound,2017
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau40_Trk1_eta2p1_Reg_CrossL1_v,30.55,30.55,301046,306460,v2.2,NotFound,2017
HLT_IsoMu24_eta2p1_TightChargedIsoPFTau40_Trk1_TightID_eta2p1_Reg_CrossL1_v,30.55,30.55,301046,306460,v2.2,NotFound,2017
HLT_IsoMu24_eta2p1_TightChargedIsoPFTau40_Trk1_eta2p1_Reg_CrossL1_v,30.55,30.55,301046,306460,v2.2,NotFound,2017
HLT_L1FatEvents_v,3.48,0.0471,297292,299329,v1.1,NotFound,2017
HLT_Ele115_CaloIdVT_GsfTrkIdT_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.75,0.0276,299368,306460,v2.0,SingleElectron,2017
HLT_Ele135_CaloIdVT_GsfTrkIdT_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele145_CaloIdVT_GsfTrkIdT_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele15_IsoVVVL_PFHT450_CaloBTagCSV_4p5_v,36.75,0.0015,299368,306460,v2.0,SingleElectron,2017
HLT_Ele15_IsoVVVL_PFHT450_PFMET50_v,36.75,0.0015,299368,306460,v2.0,SingleElectron,2017
HLT_Ele15_IsoVVVL_PFHT450_v,36.75,0.0015,299368,306460,v2.0,SingleElectron,2017
HLT_Ele15_IsoVVVL_PFHT600_v,36.75,0.0015,299368,306460,v2.0,SingleElectron,2017
HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v,36.75,0.0355,299368,306460,v2.0,SingleElectron,2017
HLT_Ele200_CaloIdVT_GsfTrkIdT_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.75,0.0434,299368,306460,v2.0,SingleElectron,2017
HLT_Ele23_CaloIdM_TrackIdM_PFJet30_v,36.75,0.0381,299368,306460,v2.0,SingleElectron,2017
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele24_eta2p1_WPTight_Gsf_LooseChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTau30_eta2p1_TightID_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele250_CaloIdVT_GsfTrkIdT_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele27_WPTight_Gsf_v,31.72,31.72,297050,306460,v1.1,SingleElectron,2017
HLT_Ele28_eta2p1_WPTight_Gsf_HT150_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele300_CaloIdVT_GsfTrkIdT_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele32_WPTight_Gsf_L1DoubleEG_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele32_WPTight_Gsf_v,27.13,27.13,302026,306460,v3.0,SingleElectron,2017
HLT_Ele35_WPTight_Gsf_L1EGMT_v,27.13,27.13,302026,306460,v3.0,SingleElectron,2017
HLT_Ele35_WPTight_Gsf_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele38_WPTight_Gsf_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele40_WPTight_Gsf_v,41.54,41.54,297050,306460,v1.1,SingleElectron,2017
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165_v,36.75,36.75,299368,306460,v2.0,SingleElectron,2017
HLT_Ele50_IsoVVVL_PFHT450_v,36.75,0.0015,299368,306460,v2.0,SingleElectron,2017
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30_v,36.75,0.0038,299368,306460,v2.0,SingleElectron,2017
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v,36.75,0.0035,299368,306460,v2.0,SingleElectron,2017
HLT_IsoMu20_eta2p1_LooseChargedIsoPFTau27_eta2p1_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleMuon,2017
HLT_IsoMu20_eta2p1_LooseChargedIsoPFTau27_eta2p1_TightID_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleMuon,2017
HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleMuon,2017
HLT_IsoMu20_eta2p1_MediumChargedIsoPFTau27_eta2p1_TightID_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleMuon,2017
HLT_IsoMu20_eta2p1_TightChargedIsoPFTau27_eta2p1_CrossL1_v,41.54,41.54,297050,306460,v1.1,SingleMuon,2017
