"DSID","Event input for evgen (optional)","E_CoM [GeV]","Output events","Type (Evgen, FullSim, AF2, LHE, FCSv2, FastChain, ...)","Priority","Output formats","Evgen Release","Comments","Evgen tag","Evgen merge tag","Simul tag","Merge tag","Digi tag","Reco tag","Rec Merge tag","Deriv tag","Deriv merge tag","Rivet routines"
"601226","mc23_13p6TeV.601226.PhPy8_A14_NNPDF31_ttbb_4FS_bzd5_dilep.evgen.EVNT.e8590","13600.0","1450000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"601227","mc23_13p6TeV.601227.PhPy8_A14_NNPDF31_ttbb_4FS_bzd5_ljets.evgen.EVNT.e8590","13600.0","6150000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"601228","mc23_13p6TeV.601228.PhPy8EG_A14_NNPDF31_ttbb_4FS_pTdef1_allhad.evgen.EVNT.e8589","13600.0","6280000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602886","mc23_13p6TeV.602886.PhPy8EG_A14_NNPDF23_ttWm_EW.evgen.EVNT.e8591","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602888","mc23_13p6TeV.602888.PhPy8EG_A14_NNPDF23_ttWm_QCD.evgen.EVNT.e8591","13600.0","70000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"603293","mc23_13p6TeV.603293.PhPy8EG_NNPDF30_gg4l_noHiggs_m4l_70_3000.evgen.EVNT.e8601","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"603852","mc23_13p6TeV.603852.PhPy8EG_A14_ttbar_hdamp258p75_bsf200_5c_1k_SL.evgen.EVNT.e8582","13600.0","10000000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"603853","mc23_13p6TeV.603853.PhPy8EG_A14_ttbar_hdamp258p75_bsf200_1k_1k5_SL.evgen.EVNT.e8582","13600.0","1140000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"603854","mc23_13p6TeV.603854.PhPy8EG_A14_ttbar_hdamp258p75_bsf200_1k5_inf_SL.evgen.EVNT.e8582","13600.0","200000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"701274","mc23_13p6TeV.701274.Sh_22_ttll_2LFilter.evgen.EVNT.e8532","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"701275","mc23_13p6TeV.701275.Sh_22_ttll_3LFilter.evgen.EVNT.e8532","13600.0","20000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"701276","mc23_13p6TeV.701276.Sh_22_ttll_4LFilter.evgen.EVNT.e8532","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"526034","mc23_13p6TeV.526034.aMCH7EG_SM4topsNLO.evgen.EVNT.e8566","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"601487","mc23_13p6TeV.601487.PhPy8EG_A14_tchan_pThard1_lep_antitop.evgen.EVNT.e8558","13600.0","-1","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"601489","mc23_13p6TeV.601489.PhPy8EG_A14_tchan_pThard1_lep_top.evgen.EVNT.e8558","13600.0","10000000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602846","mc23_13p6TeV.602846.PhH7EG_NNPDF30NLO_ttWm_EW.evgen.EVNT.e8591","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602847","mc23_13p6TeV.602847.PhH7EG_NNPDF30NLO_ttWp_EW.evgen.EVNT.e8591","13600.0","10000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602848","mc23_13p6TeV.602848.PhH7EG_NNPDF30NLO_ttWm_QCD.evgen.EVNT.e8591","13600.0","70000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602849","mc23_13p6TeV.602849.PhH7EG_NNPDF30NLO_ttWp_QCD.evgen.EVNT.e8591","13600.0","140000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602852","mc23_13p6TeV.602852.PhPy8EG_PDF4LHC21_ttH125_pThard1_dilep.evgen.EVNT.e8555","13600.0","20000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602853","mc23_13p6TeV.602853.PhPy8EG_PDF4LHC21_ttH125_pThard1_semilep.evgen.EVNT.e8555","13600.0","90000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602969","mc23_13p6TeV.602969.PhH7EG_H7UE_72_tchan_lept_antitop.evgen.EVNT.e8558","13600.0","-1","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602970","mc23_13p6TeV.602970.PhH7EG_H7UE_72_tchan_lept_top.evgen.EVNT.e8558","13600.0","10000000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
"602971","mc23_13p6TeV.602971.PhH7EG_H7UE_72_schan_lept_antitop.evgen.EVNT.e8558","13600.0","470000","HEPMC","3","HEPMC","23.6.45","EVNTtoHEPMC conversion"
