558340	DSName	XSec	FiltEff	kFactor
543738	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M900	0.0025176	0.1215332	1
543739	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M1000	0.001349	0.1214092	1
543740	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M1100	0.00073696	0.1212847	1
543741	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M1200	0.00041099	0.1212407	1
543742	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M1300	0.00023321	0.1207555	1
543743	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M1400	0.00013425	0.1205966	1
543744	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M1500	7.83E-05	0.1202789	1
543745	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M500	0.050756	0.04009038	1
543746	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M600	0.021586	0.04043753	1
543747	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M700	0.0099856	0.04052088	1
543748	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M800	0.0049043	0.04073422	1
543749	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M900	0.002518	0.04085472	1
543750	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M1000	0.0013497	0.04089431	1
543751	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M1100	0.00073717	0.04103154	1
543752	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M1200	0.00041117	0.04115026	1
543753	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M1300	0.0002333	0.04120042	1
543754	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M1400	0.00013427	0.04153034	1
543755	MGPy8EG_A14N23LO_typeIIISeesaw_4l_M1500	7.84E-05	0.04173913	1
543783	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_110_30_0p1ns			
543784	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_110_30_0p5ns			
543785	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_110_30_10ns			
543786	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_110_30_2ns			
543787	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_10_0p1ns			
543788	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_10_0p5ns			
543789	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_10_10ns			
543790	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_10_2ns			
543791	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_15_0p1ns			
543792	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_15_0p5ns			
543793	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_15_10ns			
543794	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_15_2ns			
543795	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_50_0p1ns			
543796	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_50_0p5ns			
543797	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_50_10ns			
543798	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_50_2ns			
543799	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_90_0p1ns			
543800	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_90_0p5ns			
543801	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_90_10ns			
543802	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_200_90_2ns			
543803	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_100_0p1ns			
543804	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_100_0p5ns			
543805	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_100_10ns			
543806	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_100_2ns			
543807	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_10_0p1ns			
543808	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_10_0p5ns			
543809	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_10_10ns			
543810	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_10_2ns			
543811	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_15_0p1ns			
543812	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_15_0p5ns			
543813	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_15_10ns			
543814	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_15_2ns			
543815	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_190_0p1ns			
543816	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_190_0p5ns			
543817	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_190_10ns			
543818	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_400_190_2ns			
543819	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_10_0p1ns			
543820	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_10_0p5ns			
543821	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_10_10ns			
543822	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_10_2ns			
543823	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_150_0p1ns			
543824	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_150_0p5ns			
543825	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_150_10ns			
543826	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_150_2ns			
543827	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_15_0p1ns			
543828	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_15_0p5ns			
543829	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_15_10ns			
543830	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_15_2ns			
543831	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_290_0p1ns			
543832	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_290_0p5ns			
543833	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_290_10ns			
543834	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_600_290_2ns			
543835	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_60_25_0p1ns			
543836	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_60_25_0p5ns			
543837	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_60_25_10ns			
543838	MGPy8EG_A14NN23LO_HAHM_ZdZd4e_60_25_2ns			
545309	MGPy8EG_yyALP_ms191_ms2200_gcL1_gcA1_EE	0.0041062	0.3999632	1
545310	MGPy8EG_yyALP_ms191_ms2300_gcL1_gcA1_EE	0.0035753	0.3524759	1
545311	MGPy8EG_yyALP_ms110_ms2400_gcL1_gcA1_EE	0.0032554	0.3242014	1
545312	MGPy8EG_yyALP_ms191_ms2400_gcL1_gcA1_EE	0.0031109	0.3070495	1
545313	MGPy8EG_yyALP_ms191_ms2400_gcL0p1_gcA0p1_EE	3.11E-05	0.3064729	1
545314	MGPy8EG_yyALP_ms1200_ms2400_gcL1_gcA1_EE	0.0028113	0.2709971	1
545315	MGPy8EG_yyALP_ms191_ms2500_gcL1_gcA1_EE	0.002709	0.2639382	1
545316	MGPy8EG_yyALP_ms191_ms2600_gcL1_gcA1_EE	0.0023624	0.224122	1
545317	MGPy8EG_yyALP_ms191_ms2700_gcL1_gcA1_EE	0.0020628	0.1862369	1
545318	MGPy8EG_yyALP_ms191_ms2800_gcL1_gcA1_EE	0.0018038	0.152431	1
545319	MGPy8EG_yyALP_ms191_ms2900_gcL1_gcA1_EE	0.001579	0.1215367	1
545601	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_2mu2e_1200_0p0001	0.0009614	1	1
545602	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_2mu2e_1200_0p001	0.0009614	1	1
545603	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_2mu2e_1200_0p005	0.0009614	1	1
545604	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_2mu2q_1200_0p0001	0.001923	1	1
545605	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_2mu2q_1200_0p001	0.001923	1	1
545606	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_2mu2q_1200_0p005	0.001923	1	1
545607	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_1200_0p0001	0.0004805	1	1
545608	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_1200_0p001	0.0004805	1	1
545609	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_1200_0p005	0.0004805	1	1
545610	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_2000_0p001	0.0002531	1	1
545611	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_3000_0p005	0.0002526	1	1
545612	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_400_0p0001	0.0008872	1	1
545613	MGPy8EG_A14N23LO_HAHM_ggFHZdZd_mumu_500_0p001	0.0006944	1	1
602425	PhH7EG_NLO_LQ_S43_ResProd_lam32_1000_0p5	0.0015847	1	1
602426	PhH7EG_NLO_LQ_S43_ResProd_lam32_1000_1p5	0.01502	1	1
602427	PhH7EG_NLO_LQ_S43_ResProd_lam32_1000_2p5	0.045135	1	1
602428	PhH7EG_NLO_LQ_S43_ResProd_lam32_1000_3p5	0.094832	1	1
602429	PhH7EG_NLO_LQ_S43_ResProd_lam32_1500_0p5	0.00019644	1	1
602430	PhH7EG_NLO_LQ_S43_ResProd_lam32_1500_1p5	0.0019623	1	1
602431	PhH7EG_NLO_LQ_S43_ResProd_lam32_1500_2p5	0.0064852	1	1
602432	PhH7EG_NLO_LQ_S43_ResProd_lam32_1500_3p5	0.015057	1	1
602433	PhH7EG_NLO_LQ_S43_ResProd_lam32_2000_0p5	3.64E-05	1	1
602434	PhH7EG_NLO_LQ_S43_ResProd_lam32_2000_1p5	0.0003964	1	1
602435	PhH7EG_NLO_LQ_S43_ResProd_lam32_2000_2p5	0.0014815	1	1
602436	PhH7EG_NLO_LQ_S43_ResProd_lam32_2000_3p5	0.0038352	1	1
602437	PhH7EG_NLO_LQ_S43_ResProd_lam32_2500_0p5	8.37E-06	1	1
602438	PhH7EG_NLO_LQ_S43_ResProd_lam32_2500_1p5	0.00010574	1	1
602439	PhH7EG_NLO_LQ_S43_ResProd_lam32_2500_2p5	0.00045801	1	1
602440	PhH7EG_NLO_LQ_S43_ResProd_lam32_2500_3p5	0.0013112	1	1
602441	PhH7EG_NLO_LQ_S43_ResProd_lam32_3000_0p5	2.25E-06	1	1
602442	PhH7EG_NLO_LQ_S43_ResProd_lam32_3000_1p5	3.51E-05	1	1
602443	PhH7EG_NLO_LQ_S43_ResProd_lam32_3000_2p5	0.00017682	1	1
602444	PhH7EG_NLO_LQ_S43_ResProd_lam32_3000_3p5	0.00055173	1	1
602445	PhH7EG_NLO_LQ_S43_ResProd_lam32_3500_0p5	6.78E-07	1	1
602446	PhH7EG_NLO_LQ_S43_ResProd_lam32_3500_1p5	1.41E-05	1	1
602447	PhH7EG_NLO_LQ_S43_ResProd_lam32_3500_2p5	8.14E-05	1	1
602448	PhH7EG_NLO_LQ_S43_ResProd_lam32_3500_3p5	0.00027196	1	1
602449	PhH7EG_NLO_LQ_S43_ResProd_lam31_1000_0p5	0.0016312	1	1
602450	PhH7EG_NLO_LQ_S43_ResProd_lam31_1000_1p5	0.015361	1	1
602451	PhH7EG_NLO_LQ_S43_ResProd_lam31_1000_2p5	0.046654	1	1
602452	PhH7EG_NLO_LQ_S43_ResProd_lam31_1000_3p5	0.09854	1	1
602453	PhH7EG_NLO_LQ_S43_ResProd_lam31_1500_0p5	0.00020023	1	1
602454	PhH7EG_NLO_LQ_S43_ResProd_lam31_1500_1p5	0.0020173	1	1
602455	PhH7EG_NLO_LQ_S43_ResProd_lam31_1500_2p5	0.0066626	1	1
602456	PhH7EG_NLO_LQ_S43_ResProd_lam31_1500_3p5	0.015594	1	1
602457	PhH7EG_NLO_LQ_S43_ResProd_lam31_2000_0p5	3.69E-05	1	1
602458	PhH7EG_NLO_LQ_S43_ResProd_lam31_2000_1p5	0.00040889	1	1
602459	PhH7EG_NLO_LQ_S43_ResProd_lam31_2000_2p5	0.001533	1	1
602460	PhH7EG_NLO_LQ_S43_ResProd_lam31_2000_3p5	0.0039524	1	1
602461	PhH7EG_NLO_LQ_S43_ResProd_lam31_2500_0p5	8.46E-06	1	1
602462	PhH7EG_NLO_LQ_S43_ResProd_lam31_2500_1p5	0.00010854	1	1
602463	PhH7EG_NLO_LQ_S43_ResProd_lam31_2500_2p5	0.00047296	1	1
602464	PhH7EG_NLO_LQ_S43_ResProd_lam31_2500_3p5	0.0013611	1	1
602465	PhH7EG_NLO_LQ_S43_ResProd_lam31_3000_0p5	2.27E-06	1	1
602466	PhH7EG_NLO_LQ_S43_ResProd_lam31_3000_1p5	3.59E-05	1	1
602467	PhH7EG_NLO_LQ_S43_ResProd_lam31_3000_2p5	0.00018326	1	1
602468	PhH7EG_NLO_LQ_S43_ResProd_lam31_3000_3p5	0.00057542	1	1
602469	PhH7EG_NLO_LQ_S43_ResProd_lam31_3500_0p5	6.84E-07	1	1
602470	PhH7EG_NLO_LQ_S43_ResProd_lam31_3500_1p5	1.45E-05	1	1
602471	PhH7EG_NLO_LQ_S43_ResProd_lam31_3500_2p5	8.42E-05	1	1
602472	PhH7EG_NLO_LQ_S43_ResProd_lam31_3500_3p5	0.00028093	1	1
800025	Py8EG_A14NNPDF23LO_Zprime_NoInt_tautau_SSM1000	128.98	1	1
800838	Py8EG_A14NNPDF23LO_Gee_01_750	2.6965	1	1
800841	Py8EG_A14NNPDF23LO_Gee_01_1000	0.65595	1	1
800843	Py8EG_A14NNPDF23LO_Gee_01_2000	0.01353	1	1
800845	Py8EG_A14NNPDF23LO_Gee_01_3000	0.0008868	1	1
800847	Py8EG_A14NNPDF23LO_Gee_01_4000	8.71E-05	1	1
800849	Py8EG_A14NNPDF23LO_Gee_01_5000	1.01E-05	1	1
801862	Py8EG_A14NNPDF23LO_Zp_mm_ZeroWidth500	0.053036	1	1
801863	Py8EG_A14NNPDF23LO_Zp_mm_ZeroWidth1000	0.0017105	1	1
801864	Py8EG_A14NNPDF23LO_Zp_mm_ZeroWidth3000	2.14E-06	1	1
801865	Py8EG_A14NNPDF23LO_Zp_mm_ZeroWidth5000	2.17E-08	1	1
801866	Py8EG_A14NNPDF23LO_Zp_mm_ZeroWidth8000	3.59E-11	1	1
801867	Py8EG_A14NNPDF23LO_Zp_ee_ZeroWidth500	0.052952	1	1
801868	Py8EG_A14NNPDF23LO_Zp_ee_ZeroWidth1000	0.0017095	1	1
801869	Py8EG_A14NNPDF23LO_Zp_ee_ZeroWidth3000	2.13E-06	1	1
801870	Py8EG_A14NNPDF23LO_Zp_ee_ZeroWidth5000	2.17E-08	1	1
801871	Py8EG_A14NNPDF23LO_Zp_ee_ZeroWidth8000	3.59E-11	1	1
801932	Py8EG_Zprime2EJs_Ld40_rho80_pi20_Zp600_l50	0.1746	0.2498741	1
801934	Py8EG_Zprime2EJs_Ld40_rho80_pi20_Zp1500_l50	0.0018447	0.7242782	1
801936	Py8EG_Zprime2EJs_Ld40_rho80_pi20_Zp3000_l50	3.54E-05	0.4770719	1
801957	Py8EG_Zprime2EJs_Ld10_rho20_pi5_Zp600_l5	0.17806	0.3140284	1
801958	Py8EG_Zprime2EJs_Ld10_rho20_pi5_Zp600_l50	0.17806	0.313015	1
801959	Py8EG_Zprime2EJs_Ld10_rho20_pi5_Zp1500_l5	0.0018976	0.7162939	1
801960	Py8EG_Zprime2EJs_Ld10_rho20_pi5_Zp1500_l50	0.001896	0.7158657	1
801961	Py8EG_Zprime2EJs_Ld10_rho20_pi5_Zp3000_l5	3.84E-05	0.445916	1
801962	Py8EG_Zprime2EJs_Ld10_rho20_pi5_Zp3000_l50	3.84E-05	0.4449398	1
801963	Py8EG_Zprime2EJs_Ld20_rho40_pi10_Zp600_l5	0.17754	0.2454015	1
801964	Py8EG_Zprime2EJs_Ld20_rho40_pi10_Zp600_l50	0.17741	0.2450533	1
801965	Py8EG_Zprime2EJs_Ld20_rho40_pi10_Zp1500_l5	0.0018851	0.7033932	1
801966	Py8EG_Zprime2EJs_Ld20_rho40_pi10_Zp1500_l50	0.0018873	0.7033734	1
801967	Py8EG_Zprime2EJs_Ld20_rho40_pi10_Zp3000_l5	3.78E-05	0.4445245	1
801968	Py8EG_Zprime2EJs_Ld20_rho40_pi10_Zp3000_l50	3.78E-05	0.4455494	1
801969	Py8EG_Zprime2EJs_Ld40_rho80_pi20_Zp600_l5	0.1747	0.2497007	1
801970	Py8EG_Zprime2EJs_Ld40_rho80_pi20_Zp1500_l5	0.0018448	0.7282393	1
801971	Py8EG_Zprime2EJs_Ld40_rho80_pi20_Zp3000_l5	3.54E-05	0.4773931	1
801974	Py8EG_A14N23LO_jetjet_inclusive	78050000000	1	1
801975	Py8EG_A14NNPDF23LO_Zprime_NoInt_tautau_SSM5000	0.043795	1	1
801976	Py8EG_A14NNPDF23LO_Zprime_NoInt_tautau_SSM3000	1.5255	1	1
801977	Py8EG_A14NNPDF23LO_Wprime_taunu_SSM5000	0.00049565	1	1
801978	Py8EG_A14NNPDF23LO_Wprime_taunu_SSM3000	0.013608	1	1
801979	Py8EG_A14NNPDF23LO_Wprime_taunu_SSM1000	2.7765	1	1
802183	Py8EG_A14NNPDF23LO_Gmm_01_750	2.7185	1	1
802184	Py8EG_A14NNPDF23LO_Gmm_01_1000	0.64708	1	1
802185	Py8EG_A14NNPDF23LO_Gmm_01_2000	0.013735	1	1
802186	Py8EG_A14NNPDF23LO_Gmm_01_3000	0.00088598	1	1
802187	Py8EG_A14NNPDF23LO_Gmm_01_4000	8.74E-05	1	1
802188	Py8EG_A14NNPDF23LO_Gmm_01_5000	1.01E-05	1	1
802189	Py8EG_A14NNPDF23LO_Gmm_02_750	11.378	1	1
802190	Py8EG_A14NNPDF23LO_Gmm_02_1000	2.7272	1	1
802191	Py8EG_A14NNPDF23LO_Gmm_02_2000	0.056738	1	1
802192	Py8EG_A14NNPDF23LO_Gmm_02_3000	0.003717	1	1
802193	Py8EG_A14NNPDF23LO_Gmm_02_4000	0.00037093	1	1
802194	Py8EG_A14NNPDF23LO_Gmm_02_5000	4.48E-05	1	1
802195	Py8EG_A14NNPDF23LO_Gmm_03_750	24.913	1	1
802196	Py8EG_A14NNPDF23LO_Gmm_03_1000	5.8593	1	1
802197	Py8EG_A14NNPDF23LO_Gmm_03_2000	0.12105	1	1
802198	Py8EG_A14NNPDF23LO_Gmm_03_3000	0.0080633	1	1
802199	Py8EG_A14NNPDF23LO_Gmm_03_4000	0.00083498	1	1
802200	Py8EG_A14NNPDF23LO_Gmm_03_5000	0.00010788	1	1
802201	Py8EG_A14NNPDF23LO_Zprime_ee_E6Chi2000	0.010228	1	1
802202	Py8EG_A14NNPDF23LO_Zprime_ee_E6Chi3000	0.0009747	1	1
802203	Py8EG_A14NNPDF23LO_Zprime_ee_E6Chi4000	0.00013168	1	1
802204	Py8EG_A14NNPDF23LO_Zprime_ee_E6Chi5000	2.36E-05	1	1
802205	Py8EG_A14NNPDF23LO_Zprime_mumu_E6Chi2000	0.010285	1	1
802206	Py8EG_A14NNPDF23LO_Zprime_mumu_E6Chi3000	0.00097505	1	1
802207	Py8EG_A14NNPDF23LO_Zprime_mumu_E6Chi4000	0.0001319	1	1
802208	Py8EG_A14NNPDF23LO_Zprime_mumu_E6Chi5000	2.36E-05	1	1
802209	Py8EG_A14NNPDF23LO_Gee_02_750	11.33	1	1
802210	Py8EG_A14NNPDF23LO_Gee_03_750	25.133	1	1
802211	Py8EG_A14NNPDF23LO_Gee_02_1000	2.7098	1	1
802212	Py8EG_A14NNPDF23LO_Gee_03_1000	5.8878	1	1
802213	Py8EG_A14NNPDF23LO_Gee_02_2000	0.056298	1	1
802214	Py8EG_A14NNPDF23LO_Gee_03_2000	0.12	1	1
802215	Py8EG_A14NNPDF23LO_Gee_02_3000	0.0037035	1	1
802216	Py8EG_A14NNPDF23LO_Gee_03_3000	0.0079888	1	1
802217	Py8EG_A14NNPDF23LO_Gee_02_4000	0.00037328	1	1
802218	Py8EG_A14NNPDF23LO_Gee_03_4000	0.00083698	1	1
802219	Py8EG_A14NNPDF23LO_Gee_02_5000	4.50E-05	1	1
802220	Py8EG_A14NNPDF23LO_Gee_03_5000	0.0001082	1	1
802231	Py8EG_EmergingJ_ModelD_1600_1_4jetFilter	0.00032438	0.9784353	1
802232	Py8EG_EmergingJ_ModelD_1600_2_4jetFilter	0.00032417	0.9785119	1
802233	Py8EG_EmergingJ_ModelD_1600_5_4jetFilter	0.0003244	0.9784161	1
802234	Py8EG_EmergingJ_ModelD_1600_20_4jetFilter	0.00032537	0.9781864	1
802235	Py8EG_EmergingJ_ModelD_1600_75_4jetFilter	0.00032434	0.9785789	1
802236	Py8EG_EmergingJ_ModelD_1600_150_4jetFilter	0.00032409	0.9789046	1
802237	Py8EG_EmergingJ_ModelD_1600_300_4jetFilter	0.00032421	0.9784544	1
802238	Py8EG_EmergingJ_ModelD_1600_500_4jetFilter	0.00032451	0.9785598	1
802239	Py8EG_EmergingJ_ModelD_1600_1000_4jetFilter	0.00032421	0.9784544	1
802240	Py8EG_EmergingJ_ModelD_1800_1_4jetFilter	0.00010144	0.9864852	1
802241	Py8EG_EmergingJ_ModelD_1800_2_4jetFilter	0.00010155	0.9865727	1
802242	Py8EG_EmergingJ_ModelD_1800_5_4jetFilter	0.00010143	0.98655	1
802243	Py8EG_EmergingJ_ModelD_1800_20_4jetFilter	0.00010156	0.986417	1
802244	Py8EG_EmergingJ_ModelD_1800_75_4jetFilter	0.00010162	0.9865533	1
802245	Py8EG_EmergingJ_ModelD_1800_150_4jetFilter	0.00010154	0.9864852	1
802246	Py8EG_EmergingJ_ModelD_1800_300_4jetFilter	0.0001015	0.9863587	1
802247	Py8EG_EmergingJ_ModelD_1800_500_4jetFilter	0.00010156	0.9865241	1
802248	Py8EG_EmergingJ_ModelD_1800_1000_4jetFilter	0.00010155	0.986563	1
802249	Py8EG_EmergingJ_ModelD_2000_1_4jetFilter	3.28E-05	0.9891099	1
802250	Py8EG_EmergingJ_ModelD_2000_2_4jetFilter	3.28E-05	0.9890762	1
802251	Py8EG_EmergingJ_ModelD_2000_5_4jetFilter	3.28E-05	0.9892175	1
802252	Py8EG_EmergingJ_ModelD_2000_20_4jetFilter	3.28E-05	0.9892175	1
802253	Py8EG_EmergingJ_ModelD_2000_75_4jetFilter	3.28E-05	0.9897168	1
802254	Py8EG_EmergingJ_ModelD_2000_150_4jetFilter	3.28E-05	0.9892175	1
802255	Py8EG_EmergingJ_ModelD_2000_300_4jetFilter	3.28E-05	0.9890871	1
802256	Py8EG_EmergingJ_ModelD_2000_500_4jetFilter	3.28E-05	0.9891686	1
802257	Py8EG_EmergingJ_ModelD_2000_1000_4jetFilter	3.28E-05	0.989286	1
802258	Py8EG_EmergingJ_ModelD_2200_1_4jetFilter	1.09E-05	0.9917388	1
802259	Py8EG_EmergingJ_ModelD_2200_2_4jetFilter	1.09E-05	0.9916601	1
802260	Py8EG_EmergingJ_ModelD_2200_5_4jetFilter	1.09E-05	0.9917191	1
802261	Py8EG_EmergingJ_ModelD_2200_20_4jetFilter	1.08E-05	0.9916372	1
802262	Py8EG_EmergingJ_ModelD_2200_75_4jetFilter	1.08E-05	0.9917782	1
802263	Py8EG_EmergingJ_ModelD_2200_150_4jetFilter	1.08E-05	0.99167	1
802264	Py8EG_EmergingJ_ModelD_2200_300_4jetFilter	1.08E-05	0.9916896	1
802265	Py8EG_EmergingJ_ModelD_2200_500_4jetFilter	1.08E-05	0.9916306	1
802266	Py8EG_EmergingJ_ModelD_2200_1000_4jetFilter	1.09E-05	0.9916503	1
802267	Py8EG_EmergingJ_ModelC_1600_1_4jetFilter	0.00032366	0.9579737	1
802268	Py8EG_EmergingJ_ModelC_1600_2_4jetFilter	0.0003239	0.9579278	1
802269	Py8EG_EmergingJ_ModelC_1600_5_4jetFilter	0.00032393	0.957405	1
802270	Py8EG_EmergingJ_ModelC_1600_20_4jetFilter	0.00032363	0.9582491	1
802271	Py8EG_EmergingJ_ModelC_1600_75_4jetFilter	0.00032285	0.9580379	1
802272	Py8EG_EmergingJ_ModelC_1600_150_4jetFilter	0.00032374	0.9576985	1
802273	Py8EG_EmergingJ_ModelC_1600_300_4jetFilter	0.0003235	0.9579278	1
802274	Py8EG_EmergingJ_ModelC_1600_500_4jetFilter	0.00032376	0.958093	1
802275	Py8EG_EmergingJ_ModelC_1600_1000_4jetFilter	0.00032368	0.9577443	1
802276	Py8EG_EmergingJ_ModelC_1800_1_4jetFilter	0.00010139	0.9674267	1
802277	Py8EG_EmergingJ_ModelC_1800_2_4jetFilter	0.00010139	0.9674267	1
802278	Py8EG_EmergingJ_ModelC_1800_5_4jetFilter	0.00010143	0.9670619	1
802279	Py8EG_EmergingJ_ModelC_1800_20_4jetFilter	0.00010142	0.9673238	1
802280	Py8EG_EmergingJ_ModelC_1800_75_4jetFilter	0.00010124	0.9672957	1
802281	Py8EG_EmergingJ_ModelC_1800_150_4jetFilter	0.00010141	0.9669933	1
802282	Py8EG_EmergingJ_ModelC_1800_300_4jetFilter	0.00010151	0.9680074	1
802283	Py8EG_EmergingJ_ModelC_1800_500_4jetFilter	0.0001014	0.9675859	1
802284	Py8EG_EmergingJ_ModelC_1800_1000_4jetFilter	0.00010131	0.9674361	1
802285	Py8EG_EmergingJ_ModelC_2000_1_4jetFilter	3.29E-05	0.9739849	1
802286	Py8EG_EmergingJ_ModelC_2000_2_4jetFilter	3.29E-05	0.9743075	1
802287	Py8EG_EmergingJ_ModelC_2000_5_4jetFilter	3.29E-05	0.9742126	1
802288	Py8EG_EmergingJ_ModelC_2000_20_4jetFilter	3.29E-05	0.9744689	1
802289	Py8EG_EmergingJ_ModelC_2000_75_4jetFilter	3.28E-05	0.9741272	1
802290	Py8EG_EmergingJ_ModelC_2000_150_4jetFilter	3.29E-05	0.9744879	1
802291	Py8EG_EmergingJ_ModelC_2000_300_4jetFilter	3.29E-05	0.9740228	1
802292	Py8EG_EmergingJ_ModelC_2000_500_4jetFilter	3.29E-05	0.9739944	1
802293	Py8EG_EmergingJ_ModelC_2000_1000_4jetFilter	3.29E-05	0.974374	1
802294	Py8EG_EmergingJ_ModelC_2200_1_4jetFilter	1.08E-05	0.9779951	1
802295	Py8EG_EmergingJ_ModelC_2200_2_4jetFilter	1.08E-05	0.9779377	1
802296	Py8EG_EmergingJ_ModelC_2200_5_4jetFilter	1.08E-05	0.9780525	1
802297	Py8EG_EmergingJ_ModelC_2200_20_4jetFilter	1.08E-05	0.977976	1
802298	Py8EG_EmergingJ_ModelC_2200_75_4jetFilter	1.08E-05	0.9780525	1
802299	Py8EG_EmergingJ_ModelC_2200_150_4jetFilter	1.08E-05	0.9777401	1
802300	Py8EG_EmergingJ_ModelC_2200_300_4jetFilter	1.08E-05	0.9780716	1
802301	Py8EG_EmergingJ_ModelC_2200_500_4jetFilter	1.08E-05	0.9779664	1
802302	Py8EG_EmergingJ_ModelC_2200_1000_4jetFilter	1.08E-05	0.978263	1
802303	Py8EG_EmergingJ_ModelA_1600_1_4jetFilter	0.00032372	0.9503445	1
802304	Py8EG_EmergingJ_ModelA_1600_2_4jetFilter	0.00032367	0.9503084	1
802305	Py8EG_EmergingJ_ModelA_1600_5_4jetFilter	0.00032356	0.9504258	1
802306	Py8EG_EmergingJ_ModelA_1600_20_4jetFilter	0.00032367	0.9503355	1
802307	Py8EG_EmergingJ_ModelA_1600_75_4jetFilter	0.00032363	0.9505703	1
