558340	DSName	XSec	FiltEff	kFactor
515136	MGPy8EG_A14N23LO_HNL2_ctau1_eee	117930	1	1
515137	MGPy8EG_A14N23LO_HNL2_ctau10_eee	1179300	1	1
515138	MGPy8EG_A14N23LO_HNL2_ctau100_eee	11793000	1	1
515139	MGPy8EG_A14N23LO_HNL2_ctau1000_eee	117900000	1	1
515140	MGPy8EG_A14N23LO_HNL3_ctau0p1_eee	88938	1	1
515141	MGPy8EG_A14N23LO_HNL3_ctau1_eee	889370	1	1
515142	MGPy8EG_A14N23LO_HNL3_ctau10_eee	8893800	1	1
515143	MGPy8EG_A14N23LO_HNL3_ctau100_eee	88938000	1	1
515144	MGPy8EG_A14N23LO_HNL3_ctau1000_eee	889400000	1	1
515145	MGPy8EG_A14N23LO_HNL4_ctau0p1_eee	374450	1	1
515146	MGPy8EG_A14N23LO_HNL4_ctau1_eee	3744500	1	1
515147	MGPy8EG_A14N23LO_HNL4_ctau10_eee	37445000	1	1
515148	MGPy8EG_A14N23LO_HNL4_ctau100_eee	374450000	1	1
515149	MGPy8EG_A14N23LO_HNL4_ctau1000_eee	3744500000	1	1
515150	MGPy8EG_A14N23LO_HNL5_ctau0p1_eee	1147000	1	1
515151	MGPy8EG_A14N23LO_HNL5_ctau1_eee	11470000	1	1
515152	MGPy8EG_A14N23LO_HNL5_ctau10_eee	114700000	1	1
515153	MGPy8EG_A14N23LO_HNL5_ctau100_eee	1147000000	1	1
515154	MGPy8EG_A14N23LO_HNL5_ctau1000_eee	11470000000	1	1
515155	MGPy8EG_A14N23LO_HNL7p5_ctau0p1_eee	8633000	1	1
515156	MGPy8EG_A14N23LO_HNL7p5_ctau1_eee	86330000	1	1
515157	MGPy8EG_A14N23LO_HNL7p5_ctau10_eee	863300000	1	1
515158	MGPy8EG_A14N23LO_HNL7p5_ctau100_eee	8633000000	1	1
515159	MGPy8EG_A14N23LO_HNL10_ctau0p1_eee	36150000	1	1
515160	MGPy8EG_A14N23LO_HNL10_ctau1_eee	361500000	1	1
515161	MGPy8EG_A14N23LO_HNL10_ctau10_eee	3615000000	1	1
515162	MGPy8EG_A14N23LO_HNL10_ctau100_eee	36153000000	1	1
515163	MGPy8EG_A14N23LO_HNL12p5_ctau0p1_eee	108850000	1	1
515164	MGPy8EG_A14N23LO_HNL12p5_ctau1_eee	1088500000	1	1
515165	MGPy8EG_A14N23LO_HNL12p5_ctau10_eee	10885000000	1	1
515166	MGPy8EG_A14N23LO_HNL12p5_ctau100_eee	108850000000	1	1
515167	MGPy8EG_A14N23LO_HNL15_ctau0p1_eee	269350000	1	1
515168	MGPy8EG_A14N23LO_HNL15_ctau1_eee	2693500000	1	1
515169	MGPy8EG_A14N23LO_HNL15_ctau10_eee	26935000000	1	1
515170	MGPy8EG_A14N23LO_HNL15_ctau100_eee	269350000000	1	1
515171	MGPy8EG_A14N23LO_HNL17p5_ctau0p1_eee	570550000	1	1
515172	MGPy8EG_A14N23LO_HNL17p5_ctau1_eee	5705500000	1	1
515173	MGPy8EG_A14N23LO_HNL17p5_ctau10_eee	57055000000	1	1
515174	MGPy8EG_A14N23LO_HNL17p5_ctau100_eee	570550000000	1	1
515175	MGPy8EG_A14N23LO_HNL20_ctau0p1_eee	1095500000	1	1
515176	MGPy8EG_A14N23LO_HNL20_ctau1_eee	10955000000	1	1
515177	MGPy8EG_A14N23LO_HNL20_ctau10_eee	109550000000	1	1
515178	MGPy8EG_A14N23LO_HNL20_ctau100_eee	1095500000000	1	1
515179	MGPy8EG_A14N23LO_HNL1_ctau0p1_eemu	893.8	1	1
515180	MGPy8EG_A14N23LO_HNL1_ctau1_eemu	8938	1	1
515181	MGPy8EG_A14N23LO_HNL1_ctau10_eemu	89380	1	1
515182	MGPy8EG_A14N23LO_HNL1_ctau100_eemu	893800	1	1
515183	MGPy8EG_A14N23LO_HNL1_ctau1000_eemu	8937800	1	1
515184	MGPy8EG_A14N23LO_HNL2_ctau0p1_eemu	28605	1	1
515185	MGPy8EG_A14N23LO_HNL2_ctau1_eemu	286050	1	1
515186	MGPy8EG_A14N23LO_HNL2_ctau10_eemu	2860500	1	1
515187	MGPy8EG_A14N23LO_HNL2_ctau100_eemu	28605000	1	1
515188	MGPy8EG_A14N23LO_HNL2_ctau1000_eemu	286000000	1	1
515189	MGPy8EG_A14N23LO_HNL3_ctau0p1_eemu	215730	1	1
515190	MGPy8EG_A14N23LO_HNL3_ctau1_eemu	2157500	1	1
515191	MGPy8EG_A14N23LO_HNL3_ctau10_eemu	21573000	1	1
515192	MGPy8EG_A14N23LO_HNL3_ctau100_eemu	215730000	1	1
515193	MGPy8EG_A14N23LO_HNL3_ctau1000_eemu	2157300000	1	1
515194	MGPy8EG_A14N23LO_HNL4_ctau0p1_eemu	908550	1	1
515195	MGPy8EG_A14N23LO_HNL4_ctau1_eemu	9085500	1	1
515196	MGPy8EG_A14N23LO_HNL4_ctau10_eemu	90855000	1	1
515197	MGPy8EG_A14N23LO_HNL4_ctau100_eemu	908550000	1	1
515198	MGPy8EG_A14N23LO_HNL4_ctau1000_eemu	9085500000	1	1
515199	MGPy8EG_A14N23LO_HNL5_ctau0p1_eemu	2783800	1	1
515200	MGPy8EG_A14N23LO_HNL5_ctau1_eemu	27838000	1	1
515201	MGPy8EG_A14N23LO_HNL5_ctau10_eemu	278380000	1	1
515202	MGPy8EG_A14N23LO_HNL5_ctau100_eemu	2784000000	1	1
515203	MGPy8EG_A14N23LO_HNL5_ctau1000_eemu	27838000000	1	1
515204	MGPy8EG_A14N23LO_HNL7p5_ctau0p1_eemu	20943000	1	1
515205	MGPy8EG_A14N23LO_HNL7p5_ctau1_eemu	209430000	1	1
515206	MGPy8EG_A14N23LO_HNL7p5_ctau10_eemu	2094300000	1	1
515207	MGPy8EG_A14N23LO_HNL7p5_ctau100_eemu	20943000000	1	1
515208	MGPy8EG_A14N23LO_HNL10_ctau0p1_eemu	87720000	1	1
515209	MGPy8EG_A14N23LO_HNL10_ctau1_eemu	877200000	1	1
515210	MGPy8EG_A14N23LO_HNL10_ctau10_eemu	8772000000	1	1
515211	MGPy8EG_A14N23LO_HNL10_ctau100_eemu	87720000000	1	1
515212	MGPy8EG_A14N23LO_HNL12p5_ctau0p1_eemu	264080000	1	1
515213	MGPy8EG_A14N23LO_HNL12p5_ctau1_eemu	2641000000	1	1
515214	MGPy8EG_A14N23LO_HNL12p5_ctau10_eemu	26408000000	1	1
515215	MGPy8EG_A14N23LO_HNL12p5_ctau100_eemu	264050000000	1	1
515216	MGPy8EG_A14N23LO_HNL15_ctau0p1_eemu	653650000	1	1
515217	MGPy8EG_A14N23LO_HNL15_ctau1_eemu	6536500000	1	1
515218	MGPy8EG_A14N23LO_HNL15_ctau10_eemu	65365000000	1	1
515219	MGPy8EG_A14N23LO_HNL15_ctau100_eemu	653650000000	1	1
515220	MGPy8EG_A14N23LO_HNL17p5_ctau0p1_eemu	1385000000	1	1
515221	MGPy8EG_A14N23LO_HNL17p5_ctau1_eemu	13850000000	1	1
515222	MGPy8EG_A14N23LO_HNL17p5_ctau10_eemu	138500000000	1	1
515223	MGPy8EG_A14N23LO_HNL17p5_ctau100_eemu	1385000000000	1	1
515224	MGPy8EG_A14N23LO_HNL20_ctau0p1_eemu	2660800000	1	1
515225	MGPy8EG_A14N23LO_HNL20_ctau1_eemu	26608000000	1	1
515226	MGPy8EG_A14N23LO_HNL20_ctau10_eemu	266080000000	1	1
515227	MGPy8EG_A14N23LO_HNL20_ctau100_eemu	2660800000000	1	1
515228	MGPy8EG_A14N23LO_HNL1_ctau0p1_emumu	368.35	1	1
515229	MGPy8EG_A14N23LO_HNL1_ctau1_emumu	3683.8	1	1
515230	MGPy8EG_A14N23LO_HNL1_ctau10_emumu	36838	1	1
515231	MGPy8EG_A14N23LO_HNL1_ctau100_emumu	368380	1	1
515232	MGPy8EG_A14N23LO_HNL1_ctau1000_emumu	3684000	1	1
515233	MGPy8EG_A14N23LO_HNL2_ctau0p1_emumu	11793	1	1
515234	MGPy8EG_A14N23LO_HNL2_ctau1_emumu	117930	1	1
515235	MGPy8EG_A14N23LO_HNL2_ctau10_emumu	1179300	1	1
515236	MGPy8EG_A14N23LO_HNL2_ctau100_emumu	11793000	1	1
515237	MGPy8EG_A14N23LO_HNL2_ctau1000_emumu	117900000	1	1
515238	MGPy8EG_A14N23LO_HNL3_ctau0p1_emumu	88938	1	1
515239	MGPy8EG_A14N23LO_HNL3_ctau1_emumu	889370	1	1
515240	MGPy8EG_A14N23LO_HNL3_ctau10_emumu	8893800	1	1
515241	MGPy8EG_A14N23LO_HNL3_ctau100_emumu	88938000	1	1
515242	MGPy8EG_A14N23LO_HNL3_ctau1000_emumu	889430000	1	1
515243	MGPy8EG_A14N23LO_HNL4_ctau0p1_emumu	374450	1	1
515244	MGPy8EG_A14N23LO_HNL4_ctau1_emumu	3744500	1	1
515245	MGPy8EG_A14N23LO_HNL4_ctau10_emumu	37445000	1	1
515246	MGPy8EG_A14N23LO_HNL4_ctau100_emumu	374450000	1	1
515247	MGPy8EG_A14N23LO_HNL4_ctau1000_emumu	3744000000	1	1
515248	MGPy8EG_A14N23LO_HNL5_ctau0p1_emumu	1147000	1	1
515249	MGPy8EG_A14N23LO_HNL5_ctau1_emumu	11470000	1	1
515250	MGPy8EG_A14N23LO_HNL5_ctau10_emumu	114700000	1	1
515251	MGPy8EG_A14N23LO_HNL5_ctau100_emumu	1147000000	1	1
515252	MGPy8EG_A14N23LO_HNL5_ctau1000_emumu	11470000000	1	1
515253	MGPy8EG_A14N23LO_HNL7p5_ctau0p1_emumu	8633000	1	1
515254	MGPy8EG_A14N23LO_HNL7p5_ctau1_emumu	86330000	1	1
515255	MGPy8EG_A14N23LO_HNL7p5_ctau10_emumu	863300000	1	1
515256	MGPy8EG_A14N23LO_HNL7p5_ctau100_emumu	8633000000	1	1
515257	MGPy8EG_A14N23LO_HNL10_ctau0p1_emumu	36153000	1	1
515258	MGPy8EG_A14N23LO_HNL10_ctau1_emumu	361500000	1	1
515259	MGPy8EG_A14N23LO_HNL10_ctau10_emumu	3615000000	1	1
515260	MGPy8EG_A14N23LO_HNL10_ctau100_emumu	36150000000	1	1
515261	MGPy8EG_A14N23LO_HNL12p5_ctau0p1_emumu	108850000	1	1
515262	MGPy8EG_A14N23LO_HNL12p5_ctau1_emumu	1088500000	1	1
515263	MGPy8EG_A14N23LO_HNL12p5_ctau10_emumu	10885000000	1	1
515264	MGPy8EG_A14N23LO_HNL12p5_ctau100_emumu	108850000000	1	1
515265	MGPy8EG_A14N23LO_HNL15_ctau0p1_emumu	269350000	1	1
515266	MGPy8EG_A14N23LO_HNL15_ctau1_emumu	2693800000	1	1
515267	MGPy8EG_A14N23LO_HNL15_ctau10_emumu	26935000000	1	1
515268	MGPy8EG_A14N23LO_HNL15_ctau100_emumu	269350000000	1	1
515269	MGPy8EG_A14N23LO_HNL17p5_ctau0p1_emumu	570580000	1	1
515270	MGPy8EG_A14N23LO_HNL17p5_ctau1_emumu	5705500000	1	1
515271	MGPy8EG_A14N23LO_HNL17p5_ctau10_emumu	57055000000	1	1
515272	MGPy8EG_A14N23LO_HNL17p5_ctau100_emumu	570550000000	1	1
515273	MGPy8EG_A14N23LO_HNL20_ctau0p1_emumu	1095500000	1	1
515274	MGPy8EG_A14N23LO_HNL20_ctau1_emumu	10955000000	1	1
515275	MGPy8EG_A14N23LO_HNL20_ctau10_emumu	109550000000	1	1
515276	MGPy8EG_A14N23LO_HNL20_ctau100_emumu	1095500000000	1	1
515479	MGPy8EG_SVJSChan2j_500_2	65.681	1	1
515480	MGPy8EG_SVJSChan2j_500_4	65.681	1	1
515481	MGPy8EG_SVJSChan2j_500_6	65.681	1	1
515482	MGPy8EG_SVJSChan2j_500_8	65.681	1	1
515483	MGPy8EG_SVJSChan2j_750_2	16.15	1	1
515484	MGPy8EG_SVJSChan2j_750_4	16.15	1	1
515485	MGPy8EG_SVJSChan2j_750_6	16.15	1	1
515486	MGPy8EG_SVJSChan2j_750_8	16.15	1	1
515487	MGPy8EG_SVJSChan2j_1000_2	5.4992	1	1
515488	MGPy8EG_SVJSChan2j_1000_4	5.4992	1	1
515489	MGPy8EG_SVJSChan2j_1000_6	5.4992	1	1
515490	MGPy8EG_SVJSChan2j_1000_8	5.4992	1	1
515491	MGPy8EG_SVJSChan2j_1250_2	2.2297	1	1
515492	MGPy8EG_SVJSChan2j_1250_4	2.2297	1	1
515493	MGPy8EG_SVJSChan2j_1250_6	2.2297	1	1
515494	MGPy8EG_SVJSChan2j_1250_8	2.2297	1	1
515495	MGPy8EG_SVJSChan2j_1500_2	1.007	1	1
515496	MGPy8EG_SVJSChan2j_1500_4	1.007	1	1
515497	MGPy8EG_SVJSChan2j_1500_6	1.007	1	1
515498	MGPy8EG_SVJSChan2j_1500_8	1.007	1	1
515499	MGPy8EG_SVJSChan2j_2000_2	0.25158	1	1
515500	MGPy8EG_SVJSChan2j_2000_4	0.25158	1	1
515501	MGPy8EG_SVJSChan2j_2000_6	0.25158	1	1
515502	MGPy8EG_SVJSChan2j_2000_8	0.25158	1	1
515503	MGPy8EG_SVJSChan2j_2500_2	0.074187	1	1
515504	MGPy8EG_SVJSChan2j_2500_4	0.074187	1	1
515505	MGPy8EG_SVJSChan2j_2500_6	0.074187	1	1
515506	MGPy8EG_SVJSChan2j_2500_8	0.074187	1	1
515507	MGPy8EG_SVJSChan2j_3000_2	0.024477	1	1
515508	MGPy8EG_SVJSChan2j_3000_4	0.024477	1	1
515509	MGPy8EG_SVJSChan2j_3000_6	0.024477	1	1
515510	MGPy8EG_SVJSChan2j_3000_8	0.024477	1	1
515511	MGPy8EG_SVJSChan2j_3500_2	0.0088311	1	1
515512	MGPy8EG_SVJSChan2j_3500_4	0.0088311	1	1
515513	MGPy8EG_SVJSChan2j_3500_6	0.0088311	1	1
515514	MGPy8EG_SVJSChan2j_3500_8	0.0088312	1	1
515515	MGPy8EG_SVJSChan2j_4000_2	0.0034899	1	1
515516	MGPy8EG_SVJSChan2j_4000_4	0.0034899	1	1
515517	MGPy8EG_SVJSChan2j_4000_6	0.0034899	1	1
515518	MGPy8EG_SVJSChan2j_4000_8	0.0034899	1	1
515519	MGPy8EG_SVJSChan2j_5000_2	0.00075716	1	1
515520	MGPy8EG_SVJSChan2j_5000_4	0.00075716	1	1
515521	MGPy8EG_SVJSChan2j_5000_6	0.00075716	1	1
515522	MGPy8EG_SVJSChan2j_5000_8	0.00075716	1	1
521285	MGPy8EG_A14NNPDF31_SM4topsLO	0.0063946	1	1
525012	MGPy8EG_A14N23LO_HNL2_ctau10_mumupi_LO	362560	1	1
525013	MGPy8EG_A14N23LO_HNL2_ctau100_mumupi_LO	3630200	1	1
525014	MGPy8EG_A14N23LO_HNL2_ctau1000_mumupi_LO	36302000	1	1
525015	MGPy8EG_A14N23LO_HNL3_ctau10_mumupi_LO	1234600	1	1
525016	MGPy8EG_A14N23LO_HNL3_ctau100_mumupi_LO	12350000	1	1
525017	MGPy8EG_A14N23LO_HNL3_ctau1000_mumupi_LO	123640000	1	1
525018	MGPy8EG_A14N23LO_HNL2_ctau10_eepi_LO	365810	1	1
525019	MGPy8EG_A14N23LO_HNL2_ctau100_eepi_LO	3661300	1	1
525020	MGPy8EG_A14N23LO_HNL2_ctau1000_eepi_LO	36612000	1	1
525021	MGPy8EG_A14N23LO_HNL3_ctau10_eepi_LO	1239700	1	1
525022	MGPy8EG_A14N23LO_HNL3_ctau100_eepi_LO	12410000	1	1
525023	MGPy8EG_A14N23LO_HNL3_ctau1000_eepi_LO	124080000	1	1
525154	MGPy8EG_NNPDF30_mh2400_wh25_hbsm4tops_stchan	0.013183	0.2751101	1
525155	MGPy8EG_NNPDF30_mh21000_wh230_hbsm4tops_stchan	0.0024337	0.3452556	1
525156	MGPy8EG_NNPDF30_mh22000_wh2100_hbsm4tops_stchan	6.11E-05	0.4037231	1
525159	aMCPy8EG_sgluonpair_noallhad_m400	10.715	0.802345	1
525160	aMCPy8EG_sgluonpair_noallhad_m500	2.9844	0.8027219	1
525161	aMCPy8EG_sgluonpair_noallhad_m600	0.98782	0.8031872	1
525162	aMCPy8EG_sgluonpair_noallhad_m700	0.36844	0.8029943	1
525163	aMCPy8EG_sgluonpair_noallhad_m800	0.15009	0.8031869	1
525164	aMCPy8EG_sgluonpair_noallhad_m900	0.065395	0.8024285	1
525165	aMCPy8EG_sgluonpair_noallhad_m1000	0.030039	0.8016951	1
525166	aMCPy8EG_sgluonpair_noallhad_m1100	0.014391	0.8031728	1
525167	aMCPy8EG_sgluonpair_noallhad_m1200	0.007132	0.8027739	1
525168	aMCPy8EG_sgluonpair_noallhad_m1300	0.0036345	0.8025022	1
525169	aMCPy8EG_sgluonpair_noallhad_m1400	0.0018943	0.8038146	1
525170	aMCPy8EG_sgluonpair_noallhad_m1500	0.0010059	0.8017118	1
525604	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil02_fa1000	0.11148	0.5974555	1
525605	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil04_fa1000	0.44566	0.5966247	1
525606	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil06_fa1000	1.0028	0.597408	1
525607	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil08_fa1000	1.7826	0.5970546	1
525608	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil1_fa1000	2.7845	0.5965665	1
525609	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil02_fa3000	0.012386	0.5977273	1
525610	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil04_fa3000	0.049518	0.5979466	1
525611	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil06_fa3000	0.11144	0.5975907	1
525612	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil08_fa3000	0.19807	0.5963826	1
525613	MGPy8EG_ALPs_Zhad_MET50_Ma1_CWtil1_fa3000	0.30938	0.5966934	1
525614	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil02_fa1000	0.49387	0.4988291	1
525615	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil04_fa1000	1.9743	0.4985118	1
525616	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil06_fa1000	4.4418	0.4985018	1
525617	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil08_fa1000	7.8967	0.4995985	1
525618	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil1_fa1000	12.343	0.5003924	1
525619	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil02_fa3000	0.054874	0.4987145	1
525620	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil04_fa3000	0.21935	0.4991353	1
525621	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil06_fa3000	0.49355	0.4990107	1
525622	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil08_fa3000	0.87749	0.5002161	1
525623	MGPy8EG_ALPs_Whad_MET50_Ma1_CWtil1_fa3000	1.3714	0.5006708	1
525639	MGPy8EG_monoSbbRelic_zp4000_dm900_dh50	0.0020245	1	1
525640	MGPy8EG_monoSbbRelic_zp4000_dm900_dh70	0.0019097	1	1
525641	MGPy8EG_monoSbbRelic_zp4000_dm900_dh90	0.0018199	1	1
525642	MGPy8EG_monoSbbRelic_zp4000_dm900_dh110	0.0017145	1	1
525643	MGPy8EG_monoSbbRelic_zp3500_dm900_dh70	0.0040547	1	1
525644	MGPy8EG_monoSbbRelic_zp3500_dm900_dh90	0.0037964	1	1
525645	MGPy8EG_monoSbbRelic_zp3500_dm900_dh110	0.0034778	1	1
525646	MGPy8EG_monoSbbRelic_zp3500_dm900_dh130	0.0026537	1	1
525647	MGPy8EG_monoSbbRelic_zp3500_dm900_dh150	0.001073	1	1
525648	MGPy8EG_monoSbbRelic_zp3000_dm900_dh90	0.006025	1	1
525649	MGPy8EG_monoSbbRelic_zp3000_dm900_dh110	0.0053385	1	1
525650	MGPy8EG_monoSbbRelic_zp4500_dm700_dh70	0.0010325	1	1
525651	MGPy8EG_monoSbbRelic_zp2500_dm800_dh70	0.011577	1	1
525652	MGPy8EG_monoSbbRelic_zp4000_dm800_dh70	0.0022755	1	1
525653	MGPy8EG_monoSbbRelic_zp4500_dm800_dh70	0.00093812	1	1
525654	MGPy8EG_monoSbbRelic_zp3500_dm1000_dh70	0.0031441	1	1
525655	MGPy8EG_monoSbbRelic_zp3500_dm1200_dh70	0.001518	1	1
537131	MGPy8EG_LQtau_bsm_U1_M1500_BQuarkFilter	0.00052709	0.8503323	1
537132	MGPy8EG_LQtau_bsm_U1_M1500_BQuarkVeto	0.00053374	0.1484635	1
537133	MGPy8EG_LQtau_inf_U1_M1500_NET150	-0.0017759	1	1
537134	MGPy8EG_LQtau_inf_U1_M1500_NETMAX150	-0.0062083	1	1
537135	MGPy8EG_LQtau_bi_U1_M1500_NET150	-0.0015564	1	1
537136	MGPy8EG_LQtau_bi_U1_M1500_NETMAX150	-0.0059339	1	1
537137	MGPy8EG_LQtau_bsm_U1_M2500_BQuarkFilter	6.28E-05	0.8422868	1
537138	MGPy8EG_LQtau_bsm_U1_M2500_BQuarkVeto	6.35E-05	0.1584526	1
537139	MGPy8EG_LQtau_inf_U1_M2500_NET150	-0.00065099	1	1
537140	MGPy8EG_LQtau_inf_U1_M2500_NETMAX150	-0.0021203	1	1
537141	MGPy8EG_LQtau_bi_U1_M2500_NET150	-0.0006283	1	1
537142	MGPy8EG_LQtau_bi_U1_M2500_NETMAX150	-0.0021562	1	1
537201	aMCPy8EG_sgluonpair_noallhad_m1750	0.00021956	0.8027015	1
537202	aMCPy8EG_sgluonpair_noallhad_m2000	5.06E-05	0.8033155	1
537203	MGPy8EG_A14N23LO_HNL8_ctau01_mumue_LNV	6596000	1	1
537204	MGPy8EG_A14N23LO_HNL8_ctau01_muemu_LNC	6603800	1	1
537205	MGPy8EG_A14N23LO_HNL8_ctau01_eemu_LNV	6594200	1	1
537206	MGPy8EG_A14N23LO_HNL8_ctau01_emue_LNC	6623900	1	1
537207	MGPy8EG_A14N23LO_HNL10_ctau01_mumue_LNV	20008000	1	1
537208	MGPy8EG_A14N23LO_HNL10_ctau01_muemu_LNC	20093000	1	1
537209	MGPy8EG_A14N23LO_HNL10_ctau01_eemu_LNV	19996000	1	1
537210	MGPy8EG_A14N23LO_HNL10_ctau01_emue_LNC	20018000	1	1
537211	MGPy8EG_A14N23LO_HNL15_ctau01_mumue_LNV	148710000	1	1
537212	MGPy8EG_A14N23LO_HNL15_ctau01_muemu_LNC	148880000	1	1
537213	MGPy8EG_A14N23LO_HNL15_ctau01_eemu_LNV	148780000	1	1
537214	MGPy8EG_A14N23LO_HNL15_ctau01_emue_LNC	149290000	1	1
537215	MGPy8EG_A14N23LO_HNL60_ctau01_mumue_LNV	59462000000	1	1
537216	MGPy8EG_A14N23LO_HNL60_ctau01_muemu_LNC	59350000000	1	1
537217	MGPy8EG_A14N23LO_HNL60_ctau01_eemu_LNV	59612000000	1	1
537218	MGPy8EG_A14N23LO_HNL60_ctau01_emue_LNC	59457000000	1	1
537219	MGPy8EG_A14N23LO_HNL65_ctau01_mumue_LNV	63059000000	1	1
537220	MGPy8EG_A14N23LO_HNL65_ctau01_muemu_LNC	63105000000	1	1
537221	MGPy8EG_A14N23LO_HNL65_ctau01_eemu_LNV	63152000000	1	1
537222	MGPy8EG_A14N23LO_HNL65_ctau01_emue_LNC	63215000000	1	1
537223	MGPy8EG_A14N23LO_HNL8_ctau1_mumue_LNV	66046000	1	1
537224	MGPy8EG_A14N23LO_HNL8_ctau1_muemu_LNC	66047000	1	1
537225	MGPy8EG_A14N23LO_HNL8_ctau1_eemu_LNV	66113000	1	1
537226	MGPy8EG_A14N23LO_HNL8_ctau1_emue_LNC	66149000	1	1
537227	MGPy8EG_A14N23LO_HNL10_ctau1_mumue_LNV	200430000	1	1
537228	MGPy8EG_A14N23LO_HNL10_ctau1_muemu_LNC	200100000	1	1
537229	MGPy8EG_A14N23LO_HNL10_ctau1_eemu_LNV	200270000	1	1
537230	MGPy8EG_A14N23LO_HNL10_ctau1_emue_LNC	200330000	1	1
537231	MGPy8EG_A14N23LO_HNL15_ctau1_mumue_LNV	1487500000	1	1
537232	MGPy8EG_A14N23LO_HNL15_ctau1_muemu_LNC	1490300000	1	1
537233	MGPy8EG_A14N23LO_HNL15_ctau1_eemu_LNV	1489900000	1	1
537234	MGPy8EG_A14N23LO_HNL15_ctau1_emue_LNC	1490600000	1	1
537835	MGPy8EG_A14NNPDF23_NNPDF31ME_mH125_mS5_ct127	9.89E-05	1	1
537839	MGPy8EG_A14NNPDF23_NNPDF31ME_mH125_mS55_ct1050	0.00015114	1	1
537841	MGPy8EG_A14NNPDF23_NNPDF31ME_mH60_mS5_ct217	0.0024475	1	1
537842	MGPy8EG_A14NNPDF23_NNPDF31ME_mH60_mS16_ct661	0.0031471	1	1
537850	MGPy8EG_A14NNPDF23_NNPDF31ME_mH1000_mS475_ct6039	3.48E-23	1	1
542687	MGPy8EG_A14NNPDF23LO_TypeII500	0.0021396	1	1
542688	MGPy8EG_A14NNPDF23LO_TypeII600	0.00089523	1	1
542689	MGPy8EG_A14NNPDF23LO_TypeII700	0.00040746	1	1
542690	MGPy8EG_A14NNPDF23LO_TypeII800	0.00019746	1	1
542691	MGPy8EG_A14NNPDF23LO_TypeII900	0.00010046	1	1
542692	MGPy8EG_A14NNPDF23LO_TypeII1000	5.30E-05	1	1
542693	MGPy8EG_A14NNPDF23LO_TypeII1100	2.89E-05	1	1
542694	MGPy8EG_A14NNPDF23LO_TypeII1200	1.61E-05	1	1
542695	MGPy8EG_A14NNPDF23LO_TypeII1300	9.20E-06	1	1
542696	MGPy8EG_A14NNPDF23LO_TypeII1400	5.35E-06	1	1
542697	MGPy8EG_A14NNPDF23LO_TypeII1500	3.16E-06	1	1
542698	MGPy8EG_A14NNPDF23LO_TypeII1600	1.89E-06	1	1
542699	MGPy8EG_A14NNPDF23LO_TypeII1700	1.15E-06	1	1
542700	MGPy8EG_A14NNPDF23LO_TypeII1800	7.05E-07	1	1
542701	MGPy8EG_A14NNPDF23LO_TypeII1900	4.38E-07	1	1
542702	MGPy8EG_A14NNPDF23LO_TypeII2000	2.74E-07	1	1
543723	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M500	0.05075	0.3174211	1
543724	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M600	0.021583	0.3161001	1
543725	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M700	0.0099836	0.3162554	1
543726	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M800	0.0049036	0.3169283	1
543727	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M900	0.0025174	0.3161598	1
543728	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M1000	0.0013494	0.315398	1
543729	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M1100	0.0007371	0.3165498	1
543730	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M1200	0.00041105	0.3171269	1
543731	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M1300	0.00023331	0.3176131	1
543732	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M1400	0.00013427	0.3183823	1
543733	MGPy8EG_A14N23LO_typeIIISeesaw_2l_M1500	7.84E-05	0.3180983	1
543734	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M500	0.050754	0.1200903	1
543735	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M600	0.021583	0.1206978	1
543736	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M700	0.0099844	0.1209844	1
543737	MGPy8EG_A14N23LO_typeIIISeesaw_3l_M800	0.0049033	0.1213489	1
