"DSName","DSID","PhysicsShort","CoMEnergy","XSec","FiltEff","kFactor","Events","GenEvents","GenName","GenTune","PDF","Keywords","PhysComment","Release","Generator","Filters","JobOptions"
"mc15_13TeV.302836.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3aDown.evgen.EVNT.e4066","302836","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3aDown","13000.0","254620.0","0.00052844","1.0","1994000","1994000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ4W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302836.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3aDown.py"">link</a>"
"mc15_13TeV.302837.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3aDown.evgen.EVNT.e4066","302837","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3aDown","13000.0","4553.5","0.00091639","1.0","1170000","1997000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ5W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302837.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3aDown.py"">link</a>"
"mc15_13TeV.302838.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3aDown.evgen.EVNT.e4066","302838","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3aDown","13000.0","257.53","0.00093464","1.0","70000","1999000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ6W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302838.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3aDown.py"">link</a>"
"mc15_13TeV.302839.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3aDown.evgen.EVNT.e4066","302839","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3aDown","13000.0","16.215","0.00039037","1.0","10000","1999000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ7W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302839.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3aDown.py"">link</a>"
"mc15_13TeV.302840.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3aDown.evgen.EVNT.e4066","302840","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3aDown","13000.0","0.6250300000000001","0.010122","1.0","10000","1999000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ8W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302840.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3aDown.py"">link</a>"
"mc15_13TeV.302841.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3aDown.evgen.EVNT.e4066","302841","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3aDown","13000.0","0.019639","0.012042","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ9W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302841.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3aDown.py"">link</a>"
"mc15_13TeV.302842.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3aDown.evgen.EVNT.e6424","302842","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3aDown","13000.0","0.0011961","0.0059071","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ10W, with the A14 NNPDF23 LO Var3aDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302842.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3aDown.py"">link</a>"
"mc15_13TeV.302846.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3aUp.evgen.EVNT.e6212","302846","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3aUp","13000.0","78420000000.0","0.00064305","1.0","2000000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ1W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302846.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3aUp.py"">link</a>"
"mc15_13TeV.302847.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3aUp.evgen.EVNT.e6212","302847","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3aUp","13000.0","2433200000.0","0.00033781","1.0","1998000","1998000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ2W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302847.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3aUp.py"">link</a>"
"mc15_13TeV.302848.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3aUp.evgen.EVNT.e4066","302848","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3aUp","13000.0","26454000.0","0.0003246","1.0","1997000","1997000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ3W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302848.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3aUp.py"">link</a>"
"mc15_13TeV.302849.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3aUp.evgen.EVNT.e4066","302849","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3aUp","13000.0","254630.0","0.00053972","1.0","1985500","1985500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ4W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302849.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3aUp.py"">link</a>"
"mc15_13TeV.302850.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3aUp.evgen.EVNT.e4066","302850","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3aUp","13000.0","4553.5","0.0009366","1.0","1190000","1998500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ5W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302850.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3aUp.py"">link</a>"
"mc15_13TeV.302851.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3aUp.evgen.EVNT.e4066","302851","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3aUp","13000.0","257.53999999999996","0.00094969","1.0","70000","1998000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ6W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302851.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3aUp.py"">link</a>"
"mc15_13TeV.302852.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3aUp.evgen.EVNT.e4066","302852","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3aUp","13000.0","16.215","0.00039524","1.0","10000","1996000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ7W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302852.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3aUp.py"">link</a>"
"mc15_13TeV.302853.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3aUp.evgen.EVNT.e4066","302853","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3aUp","13000.0","0.62505","0.010211","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ8W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302853.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3aUp.py"">link</a>"
"mc15_13TeV.302854.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3aUp.evgen.EVNT.e4066","302854","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3aUp","13000.0","0.019639999999999998","0.012049","1.0","10000","1997500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ9W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302854.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3aUp.py"">link</a>"
"mc15_13TeV.302855.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3aUp.evgen.EVNT.e6424","302855","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3aUp","13000.0","0.0011962000000000001","0.0058702","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ10W, with the A14 NNPDF23 LO Var3aUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302855.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3aUp.py"">link</a>"
"mc15_13TeV.302859.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3bDown.evgen.EVNT.e6212","302859","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3bDown","13000.0","78420000000.0","0.00060374","1.0","1999000","1999000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ1W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302859.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3bDown.py"">link</a>"
"mc15_13TeV.302860.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3bDown.evgen.EVNT.e6212","302860","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3bDown","13000.0","2433200000.0","0.00030569","1.0","1956500","1956500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ2W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302860.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3bDown.py"">link</a>"
"mc15_13TeV.302861.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3bDown.evgen.EVNT.e4066","302861","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3bDown","13000.0","26454000.0","0.00029855","1.0","1999500","1999500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ3W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302861.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3bDown.py"">link</a>"
"mc15_13TeV.302862.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3bDown.evgen.EVNT.e4066","302862","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3bDown","13000.0","254630.0","0.00050262","1.0","1995500","1995500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ4W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302862.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3bDown.py"">link</a>"
"mc15_13TeV.302863.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3bDown.evgen.EVNT.e4066","302863","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3bDown","13000.0","4553.4","0.00088112","1.0","1120000","1998000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ5W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302863.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3bDown.py"">link</a>"
"mc15_13TeV.302864.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3bDown.evgen.EVNT.e4066","302864","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3bDown","13000.0","257.53","0.00090261","1.0","70000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ6W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302864.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3bDown.py"">link</a>"
"mc15_13TeV.302865.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3bDown.evgen.EVNT.e4066","302865","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3bDown","13000.0","16.215","0.0003792","1.0","10000","1963500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ7W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302865.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3bDown.py"">link</a>"
"mc15_13TeV.302866.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3bDown.evgen.EVNT.e4066","302866","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3bDown","13000.0","0.62501","0.0098676","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ8W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302866.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3bDown.py"">link</a>"
"mc15_13TeV.302867.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3bDown.evgen.EVNT.e4066","302867","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3bDown","13000.0","0.019639","0.011777","1.0","10000","1994500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ9W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302867.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3bDown.py"">link</a>"
"mc15_13TeV.302868.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3bDown.evgen.EVNT.e6424","302868","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3bDown","13000.0","0.0011961","0.0057923","1.0","10000","1999500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ10W, with the A14 NNPDF23 LO Var3bDown tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302868.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ10W_Var3bDown.py"">link</a>"
"mc15_13TeV.302872.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3bUp.evgen.EVNT.e6212","302872","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3bUp","13000.0","78420000000.0","0.00073447","1.0","2000000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ1W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302872.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ1W_Var3bUp.py"">link</a>"
"mc15_13TeV.302873.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3bUp.evgen.EVNT.e6212","302873","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3bUp","13000.0","2433300000.0","0.00036675","1.0","1999000","1999000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ2W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302873.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ2W_Var3bUp.py"">link</a>"
"mc15_13TeV.302874.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3bUp.evgen.EVNT.e4066","302874","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3bUp","13000.0","26454000.0","0.00034638","1.0","1999500","1999500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ3W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302874.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ3W_Var3bUp.py"">link</a>"
"mc15_13TeV.302875.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3bUp.evgen.EVNT.e4066","302875","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3bUp","13000.0","254630.0","0.00056877","1.0","1993500","1993500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ4W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302875.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ4W_Var3bUp.py"">link</a>"
"mc15_13TeV.302876.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3bUp.evgen.EVNT.e4066","302876","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3bUp","13000.0","4553.6","0.0009814","1.0","1250000","1999000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ5W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302876.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ5W_Var3bUp.py"">link</a>"
"mc15_13TeV.302877.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3bUp.evgen.EVNT.e4066","302877","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3bUp","13000.0","257.53","0.00098587","1.0","70000","1896000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ6W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302877.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ6W_Var3bUp.py"">link</a>"
"mc15_13TeV.302878.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3bUp.evgen.EVNT.e4066","302878","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3bUp","13000.0","16.215","0.00040887","1.0","10000","1992000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ7W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302878.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ7W_Var3bUp.py"">link</a>"
"mc15_13TeV.302879.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3bUp.evgen.EVNT.e4066","302879","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3bUp","13000.0","0.62505","0.010537","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ8W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302879.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ8W_Var3bUp.py"">link</a>"
"mc15_13TeV.302880.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3bUp.evgen.EVNT.e4066","302880","Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3bUp","13000.0","0.019639999999999998","0.012364","1.0","10000","2000000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","jets, sm, qcd, Systematic","Dijet truth jet slice JZ9W, with the A14 NNPDF23 LO Var3bUp tune","AtlasProduction_19.2.4.2","","QCDTruthJetFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302880.Pythia8EvtGen_A14NNPDF23LO_jetjet_JZ9W_Var3bUp.py"">link</a>"
