"DSName","DSID","PhysicsShort","CoMEnergy","XSec","FiltEff","kFactor","Events","GenEvents","GenName","GenTune","PDF","Keywords","PhysComment","Release","Generator","Filters","JobOptions"
"mc15_13TeV.300005.Pythia8B_AU2_CTEQ6L1_JpsimumuWmunu.evgen.EVNT.e5889","300005","Pythia8B_AU2_CTEQ6L1_JpsimumuWmunu","13000.0","2.1528","1.0","1.0","600000","870000","Pythia8B","A14 CTEQ6L1","NULL","2muon, w, jpsi, charmonium, Baseline","pp->Jpsi(mumu) + W->munu via second hard process","AtlasProduction_19.2.5.19","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID300xxx/MC15.300005.Pythia8B_AU2_CTEQ6L1_JpsimumuWmunu.py"">link</a>"
"mc15_13TeV.302520.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_55_100.evgen.EVNT.e4045","302520","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_55_100","13000.0","85.503","0.42178","1.0","10000000","12806500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 55&lt;Mgg&lt;100 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302520.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_55_100.py"">link</a>"
"mc15_13TeV.302521.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_100_160.evgen.EVNT.e4045","302521","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_100_160","13000.0","18.282","0.44191","1.0","2260000","12803500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 100&lt;Mgg&lt;160 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302521.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_100_160.py"">link</a>"
"mc15_13TeV.302522.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_160_250.evgen.EVNT.e4045","302522","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_160_250","13000.0","5.0280000000000005","0.42736","1.0","600000","12804500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 160&lt;Mgg&lt;250 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302522.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_160_250.py"">link</a>"
"mc15_13TeV.302523.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_250_400.evgen.EVNT.e4045","302523","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_250_400","13000.0","1.4436","0.4076254","1.0","160000","7319000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 250&lt;Mgg&lt;400 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302523.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_250_400.py"">link</a>"
"mc15_13TeV.302524.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_400_650.evgen.EVNT.e4045","302524","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_400_650","13000.0","0.3543","0.38689","1.0","40000","7318000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 400&lt;Mgg&lt;650 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302524.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_400_650.py"">link</a>"
"mc15_13TeV.302525.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_650_1000.evgen.EVNT.e4045","302525","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_650_1000","13000.0","0.069134","0.36991","1.0","10000","7318000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 650&lt;Mgg&lt;1000 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302525.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_650_1000.py"">link</a>"
"mc15_13TeV.302526.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1000_1500.evgen.EVNT.e4045","302526","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1000_1500","13000.0","0.014192000000000001","0.35436","1.0","10000","3660000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 1000&lt;Mgg&lt;1500 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302526.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1000_1500.py"">link</a>"
"mc15_13TeV.302527.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1500_2000.evgen.EVNT.e4045","302527","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1500_2000","13000.0","0.0023204","0.33749","1.0","10000","3658500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 1500&lt;Mgg&lt;2000 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302527.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_1500_2000.py"">link</a>"
"mc15_13TeV.302528.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2000_2500.evgen.EVNT.e4045","302528","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2000_2500","13000.0","0.000538","0.3221617","1.0","10000","3659500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 2000&lt;Mgg&lt;2500 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302528.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2000_2500.py"">link</a>"
"mc15_13TeV.302529.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2500_3000.evgen.EVNT.e4045","302529","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2500_3000","13000.0","0.00015155","0.3062057","1.0","10000","3660000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 2500&lt;Mgg&lt;3000 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302529.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_2500_3000.py"">link</a>"
"mc15_13TeV.302530.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3000_3500.evgen.EVNT.e4045","302530","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3000_3500","13000.0","4.8005e-05","0.29052","1.0","10000","3660000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 3000&lt;Mgg&lt;3500 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302530.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3000_3500.py"">link</a>"
"mc15_13TeV.302531.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3500_4000.evgen.EVNT.e4045","302531","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3500_4000","13000.0","1.6328e-05","0.27399","1.0","10000","3659500","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 3500&lt;Mgg&lt;4000 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302531.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_3500_4000.py"">link</a>"
"mc15_13TeV.302532.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4000_4500.evgen.EVNT.e4045","302532","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4000_4500","13000.0","5.7823e-06","0.2575575","1.0","10000","3660000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 4000&lt;Mgg&lt;4500 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302532.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4000_4500.py"">link</a>"
"mc15_13TeV.302533.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4500_5000.evgen.EVNT.e4045","302533","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4500_5000","13000.0","2.0844e-06","0.2410599","1.0","10000","3660000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut 4500&lt;Mgg&lt;5000 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302533.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_4500_5000.py"">link</a>"
"mc15_13TeV.302534.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_5000_inf.evgen.EVNT.e4045","302534","Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_5000_inf","13000.0","1.1787e-06","0.21883","1.0","10000","3660000","Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","egamma, sm, diphoton, Baseline","Pythia8 diphoton sample. gammagamma events with at least two photons with pT > 20 GeV, with mass cut Mgg>5000 GeV","AtlasProduction_19.2.4.2","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID302xxx/MC15.302534.Pythia8EvtGen_A14NNPDF23LO_2DP20_Mass_5000_inf.py"">link</a>"
"mc15_13TeV.304014.MadGraphPythia8EvtGen_A14NNPDF23_3top_SM.evgen.EVNT.e4324","304014","MadGraphPythia8EvtGen_A14NNPDF23_3top_SM","13000.0","0.0016396","1.0","1.0","10000","600000","MadGraph5_aMC@NLO(v2.2.2.p6)+Pythia8(v8.186)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","top, sm, Baseline","MadGraph_3topSM","AtlasProduction_19.2.4.2","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304014.MadGraphPythia8EvtGen_A14NNPDF23_3top_SM.py"">link</a>"
"mc15_13TeV.304307.Sherpa_CT10_Wqq_Pt280_500.evgen.EVNT.e4692","304307","Sherpa_CT10_Wqq_Pt280_500","13000.0","29.487","1.0","1.0","500000","500000","Sherpa(v2.1.1)","CT10","ct10","jets, w, sm, Baseline","Sherpa W+/W- -> qq + 1,2,3,4j@LO with 280 GeV &lt; ptV &lt; 500 GeV.","AtlasProduction_19.2.4.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304307.Sherpa_CT10_Wqq_Pt280_500.py"">link</a>"
"mc15_13TeV.304308.Sherpa_CT10_Wqq_Pt500_1000.evgen.EVNT.e4692","304308","Sherpa_CT10_Wqq_Pt500_1000","13000.0","2.1644","1.0","1.0","200000","200000","Sherpa(v2.1.1)","CT10","ct10","jets, w, sm, Baseline","Sherpa W+/W- -> qq + 1,2,3,4j@LO with 500 GeV &lt; ptV &lt; 1000 GeV.","AtlasProduction_19.2.4.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304308.Sherpa_CT10_Wqq_Pt500_1000.py"">link</a>"
"mc15_13TeV.304309.Sherpa_CT10_Wqq_Pt1000.evgen.EVNT.e4692","304309","Sherpa_CT10_Wqq_Pt1000","13000.0","0.046087","1.0","1.0","10000","160000","Sherpa(v2.1.1)","CT10","ct10","jets, w, sm, Baseline","Sherpa W+/W- -> qq + 1,2,3,4j@LO with 1000 GeV &lt; ptV.","AtlasProduction_19.2.4.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304309.Sherpa_CT10_Wqq_Pt1000.py"">link</a>"
"mc15_13TeV.304707.Sherpa_CT10_Zqq_Pt280_500.evgen.EVNT.e4692","304707","Sherpa_CT10_Zqq_Pt280_500","13000.0","12.623000000000001","1.0","1.0","250000","250000","Sherpa(v2.1.1)","CT10","ct10","jets, z, sm, Baseline","Sherpa Z -> qq + 1,2,3,4j@LO with 280 GeV &lt; ptV &lt; 500 GeV.","AtlasProduction_19.2.4.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304707.Sherpa_CT10_Zqq_Pt280_500.py"">link</a>"
"mc15_13TeV.304708.Sherpa_CT10_Zqq_Pt500_1000.evgen.EVNT.e4692","304708","Sherpa_CT10_Zqq_Pt500_1000","13000.0","0.90264","1.0","1.0","205000","205000","Sherpa(v2.1.1)","CT10","ct10","jets, z, sm, Baseline","Sherpa Z -> qq + 1,2,3,4j@LO with 500 GeV &lt; ptV &lt; 1000 GeV.","AtlasProduction_19.2.4.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304708.Sherpa_CT10_Zqq_Pt500_1000.py"">link</a>"
"mc15_13TeV.304709.Sherpa_CT10_Zqq_Pt1000.evgen.EVNT.e4692","304709","Sherpa_CT10_Zqq_Pt1000","13000.0","0.018232","1.0","1.0","10000","140000","Sherpa(v2.1.1)","CT10","ct10","jets, z, sm, Baseline","Sherpa Z -> qq + 1,2,3,4j@LO with ptV > 1000 GeV.","AtlasProduction_19.2.4.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID304xxx/MC15.304709.Sherpa_CT10_Zqq_Pt1000.py"">link</a>"
"mc15_13TeV.341450.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_eeWWlvqq_VpT.evgen.EVNT.e4212","341450","PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_eeWWlvqq_VpT","13000.0","0.0055154","0.43738","1.0","10000","270000","Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","smhiggs, mh125, zhiggs, sm, higgs, Baseline","POWHEG+MiNLO+Pythia8 H+Z+jet->e+e-lvqq production","AtlasProduction_19.2.4.4","","XtoVVDecayFilterExtended","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID341xxx/MC15.341450.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_eeWWlvqq_VpT.py"">link</a>"
"mc15_13TeV.341452.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_mumuWWlvqq_VpT.evgen.EVNT.e4343","341452","PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_mumuWWlvqq_VpT","13000.0","0.0055154","0.43694","1.0","10000","298000","Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","smhiggs, mh125, zhiggs, sm, higgs, Baseline","POWHEG+MiNLO+Pythia8 H+Z+jet->mu+mu-WW->mu+mu-lvqq production","AtlasProduction_19.2.4.4","","XtoVVDecayFilterExtended","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID341xxx/MC15.341452.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_mumuWWlvqq_VpT.py"">link</a>"
"mc15_13TeV.341454.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_tautauWWlvqq_VpT.evgen.EVNT.e4212","341454","PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_tautauWWlvqq_VpT","13000.0","0.0055154","0.43717","1.0","10000","300000","Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","smhiggs, mh125, zhiggs, sm, higgs, Baseline","POWHEG+MiNLO+Pythia8 H+Z+jet->tau+tau-WW->tau+tau-lvqq production","AtlasProduction_19.2.4.4","","XtoVVDecayFilterExtended","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID341xxx/MC15.341454.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_tautauWWlvqq_VpT.py"">link</a>"
"mc15_13TeV.341456.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvqq_VpT.evgen.EVNT.e4212","341456","PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvqq_VpT","13000.0","761.1999999999999","1.0","0.0020881043999999996","140000","140000","Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","smhiggs, mh125, zhiggs, sm, higgs, Baseline","POWHEG+MiNLO+Pythia8 H+Z+jet->veveWW->vevelvqq production","AtlasProduction_19.2.4.4","","XtoVVDecayFilterExtended","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID341xxx/MC15.341456.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_veveWWlvqq_VpT.py"">link</a>"
"mc15_13TeV.341458.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvqq_VpT.evgen.EVNT.e4212","341458","PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvqq_VpT","13000.0","761.1999999999999","1.0","0.0020881043999999996","150000","150000","Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","smhiggs, mh125, zhiggs, sm, higgs, Baseline","POWHEG+MiNLO+Pythia8 H+Z+jet->vmuvmuWW->vmuvmulvqq production","AtlasProduction_19.2.4.4","","XtoVVDecayFilterExtended","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID341xxx/MC15.341458.PowhegPythia8EvtGen_CT10_AZNLO_ZH125J_MINLO_vmuvmuWWlvqq_VpT.py"">link</a>"
"mc15_13TeV.341460.PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvqq_VpT.evgen.EVNT.e4377","341460","PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvqq_VpT","13000.0","761.1999999999999","1.0","0.0020881043999999996","100000","100000","Powheg(v2_r3033)+Pythia8(v8.186)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","smhiggs, mh125, zhiggs, sm, higgs, Baseline","POWHEG+MiNLO+Pythia8 H+Z+jet->vtauvtauWW->vtauvtaulvqq production","AtlasProduction_19.2.4.4","","XtoVVDecayFilterExtended","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID341xxx/MC15.341460.PowhegPy8EG_CT10_AZNLO_ZH125J_MINLO_vtauvtauWWlvqq_VpT.py"">link</a>"
"mc15_13TeV.343279.Sherpa_CT10_SinglePhotonPt15_35_QCUT5_CVetoBVeto.evgen.EVNT.e4618","343279","Sherpa_CT10_SinglePhotonPt15_35_QCUT5_CVetoBVeto","13000.0","519539.99999999994","0.44136","1.0","10000000","40000000","Sherpa(v2.1.1)","CT10","ct10","photon, sm, Baseline","gamma + 1,2,3 jets with 15&lt;pT_y&lt;35","AtlasProduction_19.2.4.4","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID343xxx/MC15.343279.Sherpa_CT10_SinglePhotonPt15_35_QCUT5_CVetoBVeto.py"">link</a>"
"mc15_13TeV.343281.Sherpa_CT10_SinglePhotonPt15_35_QCUT5_CFilterBVeto.evgen.EVNT.e4618","343281","Sherpa_CT10_SinglePhotonPt15_35_QCUT5_CFilterBVeto","13000.0","519450.00000000006","0.4827","1.0","10000000","19510000","Sherpa(v2.1.1)","CT10","ct10","photon, sm, Baseline","gamma + 1,2,3 jets with 15&lt;pT_y&lt;35","AtlasProduction_19.2.4.4","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID343xxx/MC15.343281.Sherpa_CT10_SinglePhotonPt15_35_QCUT5_CFilterBVeto.py"">link</a>"
"mc15_13TeV.343283.Sherpa_CT10_SinglePhotonPt15_35_QCUT5_BFilter.evgen.EVNT.e4618","343283","Sherpa_CT10_SinglePhotonPt15_35_QCUT5_BFilter","13000.0","519429.99999999994","0.075988","1.0","4000000","4000000","Sherpa(v2.1.1)","CT10","ct10","photon, sm, Baseline","gamma + 1,2,3 jets with 15&lt;pT_y&lt;35","AtlasProduction_19.2.4.4","","HeavyFlavorHadronFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID343xxx/MC15.343283.Sherpa_CT10_SinglePhotonPt15_35_QCUT5_BFilter.py"">link</a>"
"mc15_13TeV.343981.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamgam.evgen.EVNT.e5607","343981","PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamgam","13000.0","28300.0","1.717","0.00227","10000000","76290000","Powheg(v2_r3133)+Pythia8(v8.212)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","1jet, higgs, Baseline","POWHEG+Pythia8 H+jet production with NNLOPS and the A14 tune","AtlasProduction_19.2.5.16","","","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID343xxx/MC15.343981.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamgam.py"">link</a>"
"mc15_13TeV.344008.Pythia8EvtGen_A14NNPDF23LO_1Hard1BremDP40.evgen.EVNT.e4893","344008","Pythia8EvtGen_A14NNPDF23LO_1Hard1BremDP40","13000.0","16616.0","0.00059121","1.0","2750000","3919000","Pythia8(v8.210)+EvtGen(v1.2.0)","A14 NNPDF23LO","NULL","exotic, egamma, sm, diphoton, Baseline","Pythia8 diphoton (up to 1 brem) sample (pt>40GeV)","AtlasProduction_19.2.4.16","","DirectPhotonFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID344xxx/MC15.344008.Pythia8EvtGen_A14NNPDF23LO_1Hard1BremDP40.py"">link</a>"
"mc15_13TeV.344301.PowhegPy8EG_CT10nloME_AZNLOCTEQ6L1_WZlvll_mll4_MT400.evgen.EVNT.e5191","344301","PowhegPy8EG_CT10nloME_AZNLOCTEQ6L1_WZlvll_mll4_MT400","13000.0","4.5122","0.004878","1.0","10000","2910000","Powheg(v2_r2819)+Pythia8(v8.212)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","neutrino, diboson, wz, 3lepton, electroweak, Baseline","POWHEG+Pythia8 Diboson WZ->lvll production with AZNLO CTEQ6L1 tune and mllmin4","AtlasProduction_19.2.5.9","","TransverseMassVVFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID344xxx/MC15.344301.PowhegPy8EG_CT10nloME_AZNLOCTEQ6L1_WZlvll_mll4_MT400.py"">link</a>"
"mc15_13TeV.344302.PowhegPy8EG_CT10nloME_AZNLOCTEQ6L1_ZZvvll_mll4_MT400.evgen.EVNT.e5191","344302","PowhegPy8EG_CT10nloME_AZNLOCTEQ6L1_ZZvvll_mll4_MT400","13000.0","0.92159","0.01605022","1.0","10000","2984000","Powheg(v2_r2819)+Pythia8(v8.212)+EvtGen(v1.2.0)","AZNLO CTEQ6L1","NULL","2lepton, diboson, neutrino, zz, electroweak, Baseline","POWHEG+Pythia8 ZZ->vvll production with AZNLO CTEQ6L1 tune and mllmin4","AtlasProduction_19.2.5.9","","TransverseMassVVFilter","<a href=""https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/blob/master/share/DSID344xxx/MC15.344302.PowhegPy8EG_CT10nloME_AZNLOCTEQ6L1_ZZvvll_mll4_MT400.py"">link</a>"
